"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ADAMTS1.10",4.74623209831078e-06,-0.867507432748713,0.149,0.353,0.0969702680005875,"Neurons","ADAMTS1"
"HSPB6.11",4.81796488545757e-06,-0.494933562617656,0.041,0.22,0.0984358405747836,"Neurons","HSPB6"
"RNASE6.10",4.93680191663041e-06,-0.509266954148421,0,0.148,0.100863799958676,"Neurons","RNASE6"
"SEPT6.6",4.98018556071749e-06,-0.36190226094229,0,0.148,0.101750171191019,"Neurons","SEPT6"
"A4GALT.7",5.02124694341352e-06,-0.318221980116036,0.008,0.164,0.102589096300882,"Neurons","A4GALT"
"NCOA7.1",5.1574886943131e-06,-0.357311236845117,0,0.148,0.105372651513511,"Neurons","NCOA7"
"ZC2HC1A",5.17361483323817e-06,0.721969971814587,0.198,0.093,0.105702124657889,"Neurons","ZC2HC1A"
"CD14.10",5.18389987085474e-06,-1.17107750302109,0.091,0.279,0.105912258261433,"Neurons","CD14"
"ITGAV",5.20026234758753e-06,0.628211943621751,0.182,0.081,0.106246560023561,"Neurons","ITGAV"
"CSRP2.8",5.29445269828893e-06,-0.508538984581345,0.017,0.178,0.108170963078741,"Neurons","CSRP2"
"DRAM2.5",5.33510172988826e-06,-0.269572922380572,0.074,0.278,0.109001463443347,"Neurons","DRAM2"
"SMTN.7",5.33701300880237e-06,0.673373090782212,0.339,0.218,0.109040512782841,"Neurons","SMTN"
"CARD16.10",5.85625162954716e-06,-0.347165744008987,0.017,0.178,0.119649077043278,"Neurons","CARD16"
"LYPLA1.2",5.87710109590203e-06,-0.273325139890824,0.041,0.222,0.120075052490374,"Neurons","LYPLA1"
"HYAL2.10",6.03436594597552e-06,-0.8041490440151,0.05,0.224,0.123288130642226,"Neurons","HYAL2"
"ASPN.8",6.03498923520923e-06,-0.696777730370198,0,0.146,0.12330086506456,"Neurons","ASPN"
"ELN.8",6.2236538112915e-06,-0.518448985878569,0.025,0.189,0.127155471018497,"Neurons","ELN"
"LBH.8",6.38231507628667e-06,-0.480819475703779,0.017,0.174,0.130397079323613,"Neurons","LBH"
"DSTN.10",6.44569521226222e-06,-0.892314119723359,0.471,0.723,0.131691998881729,"Neurons","DSTN"
"LRP1.6",6.52236491054158e-06,-0.409800087397913,0.074,0.271,0.133258437487275,"Neurons","LRP1"
"FBLIM1.9",6.7032428565308e-06,-0.428035203643446,0.017,0.175,0.136953954801781,"Neurons","FBLIM1"
"SHC1.5",6.72282721036987e-06,-0.326405659067486,0.008,0.161,0.137354082735067,"Neurons","SHC1"
"EPB41L2.6",6.8504799869397e-06,0.74165142963478,0.322,0.212,0.139962156613165,"Neurons","EPB41L2"
"SLC40A1.5",7.3044653328282e-06,-0.399978441699262,0.025,0.188,0.149237531215013,"Neurons","SLC40A1"
"RCSD1.8",7.30791259795306e-06,-0.397732397013231,0,0.144,0.149307962288779,"Neurons","RCSD1"
"AKAP7",7.31697059575784e-06,0.413319104427902,0.124,0.044,0.149493026241928,"Neurons","AKAP7"
"CXCL16.11",7.4038463714456e-06,-0.620662638751071,0.017,0.171,0.151267985215005,"Neurons","CXCL16"
"TNXB.8",7.77415842872464e-06,-0.506168656974008,0.025,0.187,0.158833830857273,"Neurons","TNXB"
"PDLIM5.8",7.79225497238371e-06,-0.30537795762433,0.041,0.218,0.159203561340772,"Neurons","PDLIM5"
"FKBP11.6",7.97404276464046e-06,-0.423098155593442,0.041,0.213,0.162917667724369,"Neurons","FKBP11"
"PPP2R5C.5",7.98019343095005e-06,-0.358427138458201,0.041,0.216,0.16304333198774,"Neurons","PPP2R5C"
"MS4A6A.11",8.45314868647922e-06,-0.865700327760802,0.017,0.168,0.172706280813457,"Neurons","MS4A6A"
"CCDC69.1",8.54213467620761e-06,-0.31315578146375,0,0.142,0.174524353569598,"Neurons","CCDC69"
"IKBIP",8.66848561039143e-06,-0.292437097917107,0.008,0.157,0.177105829505907,"Neurons","IKBIP"
"TGFB1.6",8.81992258694326e-06,-0.30698364732054,0.025,0.185,0.180199838373838,"Neurons","TGFB1"
"CD79B.10",1.01537721396848e-05,-0.447894378271883,0,0.14,0.207451718585899,"Neurons","CD79B"
"PLAUR.11",1.02201938645116e-05,-0.512963357062168,0.041,0.211,0.208808780845836,"Neurons","PLAUR"
"HNRNPK.2",1.0278514451974e-05,0.416764910486395,0.669,0.765,0.210000328768282,"Neurons","HNRNPK"
"MSRB3.8",1.03628009996597e-05,-0.314507524240782,0.025,0.186,0.211722387224047,"Neurons","MSRB3"
"CHMP1B.3",1.10198745542346e-05,-0.29974072418091,0.058,0.242,0.225147057017568,"Neurons","CHMP1B"
"CRISPLD2.10",1.11558198038019e-05,-0.564886817654629,0.017,0.167,0.227924554411476,"Neurons","CRISPLD2"
"APOLD1.10",1.15745851843927e-05,-0.548351764910507,0.041,0.209,0.236480349902326,"Neurons","APOLD1"
"BDH2.8",1.18759874055123e-05,-0.265628594473463,0.025,0.185,0.242638298682023,"Neurons","BDH2"
"PDGFRB.11",1.18820964042495e-05,-0.387872215766901,0.017,0.169,0.242763111635221,"Neurons","PDGFRB"
"ADGRE5.3",1.20912525422882e-05,-0.358629169636742,0.008,0.153,0.24703638069149,"Neurons","ADGRE5"
"CSF1R.11",1.21665994498617e-05,-0.534551095832844,0,0.138,0.248575793360124,"Neurons","CSF1R"
"SDPR.10",1.22041273131639e-05,-0.504470208308831,0.008,0.153,0.249342525135251,"Neurons","SDPR"
"SEC14L1.4",1.23220169656437e-05,-0.274201103542546,0.008,0.154,0.251751128625067,"Neurons","SEC14L1"
"RGS10.9",1.24546448623857e-05,-0.403951622127792,0.041,0.207,0.254460849183401,"Neurons","RGS10"
"PPP1R12B.9",1.28102868321612e-05,-0.392839725207808,0,0.137,0.261726970267886,"Neurons","PPP1R12B"
"AGT.10",1.33721030034364e-05,-0.694339119606715,0,0.137,0.273205436463209,"Neurons","AGT"
"TMOD3.1",1.34873307206943e-05,-0.323465028520762,0,0.136,0.275559653954506,"Neurons","TMOD3"
"ACTN4.8",1.35797879918699e-05,-0.339886175015053,0.157,0.388,0.277448648461893,"Neurons","ACTN4"
"MEG3.10",1.39052825691539e-05,0.641479509968992,0.248,0.132,0.284098828170382,"Neurons","MEG3"
"TSHZ2.8",1.39434240982794e-05,-0.375838424357413,0.008,0.152,0.284878097751946,"Neurons","TSHZ2"
"IL10RA.10",1.39580574223943e-05,-0.38754071649261,0,0.136,0.285177071196939,"Neurons","IL10RA"
"ECSCR.1.11",1.40524117755973e-05,-0.652146247499472,0.008,0.15,0.287104824987229,"Neurons","ECSCR.1"
"GUCY1A3.9",1.41994242283697e-05,-0.437011724524647,0,0.136,0.29010843640982,"Neurons","GUCY1A3"
"MYCBP2.1",1.42508201240287e-05,-0.267832858250833,0.033,0.197,0.29115850595403,"Neurons","MYCBP2"
"FCGR3A.11",1.47663220839585e-05,-0.859285204949222,0.008,0.149,0.301690726497357,"Neurons","FCGR3A"
"TCEAL7",1.50291104892167e-05,0.55160340581164,0.14,0.056,0.307059756405187,"Neurons","TCEAL7"
"LDB2.11",1.65642187366851e-05,-0.447673675837712,0,0.134,0.338423553009213,"Neurons","LDB2"
"BACE2.7",1.68887978910259e-05,-0.295060572019061,0.008,0.15,0.345055029711551,"Neurons","BACE2"
"METRN",1.7377538733522e-05,0.449880514059019,0.116,0.041,0.355040493864588,"Neurons","METRN"
"SLC27A1",1.73890491667467e-05,0.580368103385723,0.132,0.051,0.355275663525801,"Neurons","SLC27A1"
"OCIAD2.8",1.7435186351294e-05,-0.336627643846899,0,0.133,0.356218292343287,"Neurons","OCIAD2"
"EMP1.10",1.77933863649008e-05,-0.397762903054517,0.14,0.354,0.363536676821289,"Neurons","EMP1"
"IFI27.10",1.79572508601518e-05,-0.990308148694916,0.083,0.253,0.366884592323761,"Neurons","IFI27"
"ST5.1",1.81914823028614e-05,0.518725107514016,0.157,0.067,0.371670174929762,"Neurons","ST5"
"COL1A2.12",1.84737152438157e-05,0.385698850152008,0.504,0.351,0.377436476146398,"Neurons","COL1A2"
"MAGED2.7",1.87266788551499e-05,0.67342040701168,0.463,0.408,0.382604775689568,"Neurons","MAGED2"
"PHACTR2.3",1.88735365758264e-05,-0.320489601794224,0.025,0.176,0.38560522578071,"Neurons","PHACTR2"
"PTPN6.9",1.91501072834322e-05,-0.348357258815425,0,0.132,0.391255841907803,"Neurons","PTPN6"
"KCNMB1.6",1.91501073244597e-05,-0.376815456955261,0,0.132,0.391255842746037,"Neurons","KCNMB1"
"FOSB.6",1.92529665202963e-05,-0.379684683289746,0.116,0.321,0.393357358976174,"Neurons","FOSB"
"C1orf56.2",1.94490008995709e-05,0.690610070133102,0.397,0.296,0.397362537379133,"Neurons","C1orf56"
"POLR2F.1",1.95360629221069e-05,0.763446137174992,0.413,0.347,0.399141301561566,"Neurons","POLR2F"
"AK3.1",1.96514124313756e-05,0.716675393372889,0.322,0.223,0.401498007385435,"Neurons","AK3"
"ODF3B",2.01541443596484e-05,-0.290165141584369,0,0.132,0.411769323411976,"Neurons","ODF3B"
"ECM2.8",2.01541444099708e-05,-0.327655121035184,0,0.132,0.411769324440114,"Neurons","ECM2"
"VSIG4.11",2.04457647929229e-05,-0.764139877150792,0.017,0.158,0.417727420484209,"Neurons","VSIG4"
"ARPC3.9",2.12284496207238e-05,-0.278355234516419,0.355,0.671,0.433718454201008,"Neurons","ARPC3"
"IGFBP7.12",2.21078286138971e-05,-1.10163917072737,0.81,0.782,0.451685046410532,"Neurons","IGFBP7"
"PI16.10",2.25099435017009e-05,-0.724287402259512,0,0.13,0.45990065568325,"Neurons","PI16"
"HSPG2.7",2.34990276345047e-05,0.660940263278165,0.322,0.212,0.480108633600565,"Neurons","HSPG2"
"EVI2A.10",2.3623075630892e-05,-0.359616058684554,0.008,0.145,0.482643058214754,"Neurons","EVI2A"
"FOLR2.11",2.45317958846325e-05,-0.860500235162906,0.008,0.143,0.501209121718927,"Neurons","FOLR2"
"CLDN5.11",2.4570578807724e-05,-1.17879274377569,0.008,0.143,0.50200149562061,"Neurons","CLDN5"
"TAF7.5",2.47349619808847e-05,0.670528588646744,0.455,0.41,0.505360008231455,"Neurons","TAF7"
"ABRACL.7",2.50527506417284e-05,-0.308094907583226,0.008,0.145,0.511852748361153,"Neurons","ABRACL"
"RGS5.10",2.56617822538451e-05,-1.0584270985066,0.041,0.194,0.52429587322831,"Neurons","RGS5"
"C9orf142.3",2.57184376715651e-05,0.806760723934912,0.322,0.223,0.525453400067746,"Neurons","C9orf142"
"TCOF1.8",2.62379450328205e-05,-0.43410329102086,0.041,0.2,0.536067454965556,"Neurons","TCOF1"
"MMRN2.11",2.7356791546231e-05,-0.461695104812316,0,0.128,0.558926608081045,"Neurons","MMRN2"
"SLC9A3R2.11",2.73801152426461e-05,-0.653699089523062,0.041,0.199,0.559403134522502,"Neurons","SLC9A3R2"
"CLDN11.2",2.77609181768637e-05,0.538092990237394,0.124,0.047,0.567183319271503,"Neurons","CLDN11"
"ANP32E.1",2.78521363073096e-05,-0.266151441678227,0.058,0.229,0.569046996894641,"Neurons","ANP32E"
"CYGB.8",2.81116531669092e-05,-0.345275141270541,0.033,0.188,0.574349185853123,"Neurons","CYGB"
"NUPR1.13",2.82330623657463e-05,-0.396738545577305,0.24,0.474,0.576829697194562,"Neurons","NUPR1"
"SHKBP1.1",2.85056672293586e-05,-0.271780488357968,0.017,0.157,0.582399287163025,"Neurons","SHKBP1"
"LRRC32.7",2.91089870715223e-05,-0.37315005244155,0.017,0.158,0.594725714858272,"Neurons","LRRC32"
"LGMN.6",2.96976900118012e-05,-0.390486840980638,0.099,0.292,0.606753504631111,"Neurons","LGMN"
"CD48.9",3.00232287446866e-05,-0.439382948192114,0,0.127,0.613404586482692,"Neurons","CD48"
"CFI.8",3.01040327910419e-05,-0.302270551970285,0.008,0.143,0.615055493953777,"Neurons","CFI"
"LYN.8",3.02779065592483e-05,-0.314356697638875,0,0.127,0.618607908912002,"Neurons","LYN"
"PTGIS.9",3.10166379892203e-05,-0.40248467948995,0.025,0.17,0.633700930757759,"Neurons","PTGIS"
"FPR1.11",3.10547209031673e-05,-0.494043764118031,0,0.126,0.634479002772611,"Neurons","FPR1"
"NDUFAF3.3",3.14595907996082e-05,0.65305529948711,0.463,0.436,0.642750899626795,"Neurons","NDUFAF3"
"ACVRL1.6",3.18510733046206e-05,-0.311992107216587,0,0.126,0.650749278686704,"Neurons","ACVRL1"
"CD163.11",3.18510735803978e-05,-0.539344195505868,0,0.126,0.650749284321107,"Neurons","CD163"
"ITGA8.9",3.29441049082663e-05,-0.404067599744322,0,0.126,0.67308100738079,"Neurons","ITGA8"
"SON.6",3.29698134695862e-05,0.475496920208705,0.661,0.725,0.673606258997115,"Neurons","SON"
"HADHB.3",3.31973148690455e-05,0.735492585152322,0.38,0.308,0.678254340089468,"Neurons","HADHB"
"PLIN2.7",3.37143178881968e-05,-0.496622362033896,0.116,0.315,0.688817228773748,"Neurons","PLIN2"
"SLA.11",3.40739040278636e-05,-0.397851491365089,0,0.125,0.696163933193282,"Neurons","SLA"
"WWTR1.7",3.47893041499587e-05,-0.307292151665611,0.008,0.141,0.710780273087806,"Neurons","WWTR1"
"RABAC1.7",3.50680848650371e-05,0.461117929479587,0.612,0.655,0.716476041877574,"Neurons","RABAC1"
"CEBPD.10",3.63884484019054e-05,0.322701885061872,0.702,0.644,0.743452389299329,"Neurons","CEBPD"
"IFNAR2",3.75001615733975e-05,0.776474908275769,0.256,0.154,0.766165801106083,"Neurons","IFNAR2"
"GMDS.2",3.75802761649785e-05,-0.294764565483176,0.008,0.14,0.767802622326676,"Neurons","GMDS"
"RAMP1.8",3.96408559487834e-05,-0.680223219036864,0.017,0.151,0.809902327889594,"Neurons","RAMP1"
"TBXA2R",3.99707027321271e-05,0.470301865929241,0.107,0.038,0.816641427520089,"Neurons","TBXA2R"
"CYBB.10",3.99809698988615e-05,-0.432990047153871,0,0.123,0.81685119600364,"Neurons","CYBB"
"B4GALT1.4",4.00550289550838e-05,-0.301564442781745,0.058,0.224,0.818364296581316,"Neurons","B4GALT1"
"MACF1.1",4.17367363861317e-05,-0.27582653762427,0.017,0.153,0.852723261105056,"Neurons","MACF1"
"C1QC.11",4.23708990539057e-05,-1.55954568648992,0.058,0.207,0.865679838570348,"Neurons","C1QC"
"IL4R.1",4.24013930634728e-05,-0.297908444968436,0,0.122,0.866302861679813,"Neurons","IL4R"
"SLIT2.2",4.30379656627325e-05,0.421290658544132,0.132,0.053,0.879308676455289,"Neurons","SLIT2"
"PPM1A",4.62863085716389e-05,-0.269912453414448,0.008,0.137,0.945675570427154,"Neurons","PPM1A"
"MAN1A1.5",4.66155270281093e-05,-0.267261466773674,0.008,0.137,0.952401832711301,"Neurons","MAN1A1"
"MNDA.11",4.68316908088379e-05,-0.505746742772933,0.008,0.136,0.956818274915367,"Neurons","MNDA"
"PDXK.2",4.76835217863363e-05,-0.259458932692949,0.008,0.137,0.974222033616636,"Neurons","PDXK"
"FAM89B",4.78085611026075e-05,-0.259321093417656,0.008,0.137,0.976776711887373,"Neurons","FAM89B"
"MYL9.11",4.96504056059529e-05,-1.48548494086026,0.364,0.564,1,"Neurons","MYL9"
"FHL2.11",4.96517319502988e-05,-0.396863388508289,0.017,0.15,1,"Neurons","FHL2"
"ARL2.7",4.97631705188823e-05,0.662044124295575,0.463,0.437,1,"Neurons","ARL2"
"LOXL1.10",5.01368918559459e-05,-0.329521553875271,0,0.12,1,"Neurons","LOXL1"
"ARHGEF40",5.05041885301339e-05,0.551432660325754,0.132,0.054,1,"Neurons","ARHGEF40"
"RAMP3.11",5.12093231377528e-05,-0.650208789152532,0.017,0.148,1,"Neurons","RAMP3"
"IL2RG.10",5.31587878439996e-05,-0.383935566661146,0,0.12,1,"Neurons","IL2RG"
"PCMT1.2",5.36221832802012e-05,0.782265961025218,0.397,0.337,1,"Neurons","PCMT1"
"LTB.12",5.58906729183298e-05,-0.931764672112057,0,0.119,1,"Neurons","LTB"
"C3AR1.11",5.58906732601253e-05,-0.412423738329798,0,0.119,1,"Neurons","C3AR1"
"ARHGAP30.10",5.97484280840476e-05,-0.334295304585917,0,0.118,1,"Neurons","ARHGAP30"
"MSR1.11",6.00236953822409e-05,-0.548414666045852,0.008,0.133,1,"Neurons","MSR1"
"RCAN2.9",6.0150488167785e-05,-0.347878277981974,0.008,0.134,1,"Neurons","RCAN2"
"FN1.10",6.11430954910513e-05,-0.747540357775235,0.132,0.314,1,"Neurons","FN1"
"TPD52L1.7",6.12614544115364e-05,-0.310921158231917,0,0.118,1,"Neurons","TPD52L1"
"ICAM3.9",6.16333504394763e-05,-0.328409285765194,0.017,0.149,1,"Neurons","ICAM3"
"AKR1C1.9",6.22725575425734e-05,-0.378269859658973,0.033,0.176,1,"Neurons","AKR1C1"
"SVIL.7",6.29804401562971e-05,-0.328995717135317,0.008,0.131,1,"Neurons","SVIL"
"ZEB1.2",6.31606366422179e-05,-0.294246679815307,0.008,0.133,1,"Neurons","ZEB1"
"PLAU.6",6.44011588167243e-05,-0.386570846217492,0,0.117,1,"Neurons","PLAU"
"MYOC.9",6.44011592206869e-05,-0.902407556106549,0,0.117,1,"Neurons","MYOC"
"LETMD1",6.68878820882254e-05,-0.259974989698506,0.008,0.131,1,"Neurons","LETMD1"
"PBXIP1.6",6.72428622204595e-05,-0.26183269775242,0.083,0.259,1,"Neurons","PBXIP1"
"TRIM22.1",6.76986135825892e-05,-0.289562858529643,0,0.117,1,"Neurons","TRIM22"
"ISLR.9",6.77620249600933e-05,-0.288369442252681,0.008,0.133,1,"Neurons","ISLR"
"RGS16.8",6.83249571745387e-05,-0.664156882593003,0.033,0.171,1,"Neurons","RGS16"
"PTRF.12",7.11776440639431e-05,-0.392334417625864,0.306,0.522,1,"Neurons","PTRF"
"AP1B1.3",7.16602154444173e-05,-0.254677547565755,0.008,0.132,1,"Neurons","AP1B1"
"IL16.7",7.23541006487073e-05,-0.311429110328122,0,0.116,1,"Neurons","IL16"
"PTEN",7.30415645945529e-05,0.653069969302711,0.256,0.158,1,"Neurons","PTEN"
"IFRD1",7.34278575532985e-05,0.798505836625128,0.347,0.259,1,"Neurons","IFRD1"
"HTRA3.9",7.37950090296386e-05,-0.635668134996342,0.008,0.131,1,"Neurons","HTRA3"
"COL21A1.1",7.45147165029377e-05,0.540773163285825,0.149,0.066,1,"Neurons","COL21A1"
"USP33",7.46896329169023e-05,0.613291358078308,0.207,0.112,1,"Neurons","USP33"
"GLT8D2.8",8.33147521827308e-05,-0.261155647320045,0,0.114,1,"Neurons","GLT8D2"
"TUBA4A.9",8.40876083940141e-05,-0.292502182341868,0.05,0.201,1,"Neurons","TUBA4A"
"SELENBP1.8",8.45376628265833e-05,-0.264487007384485,0.008,0.13,1,"Neurons","SELENBP1"
"FLI1.5",8.45767920540339e-05,-0.260593706509713,0.008,0.13,1,"Neurons","FLI1"
"PLCG2.4",8.63160928865163e-05,1.07428188447266,0.339,0.248,1,"Neurons","PLCG2"
"NCF1.10",8.68377870623655e-05,-0.334317859808943,0,0.114,1,"Neurons","NCF1"
"NCF4.8",8.68854750178555e-05,-0.284747407500155,0.008,0.129,1,"Neurons","NCF4"
"CDC42EP3.6",8.83057365874486e-05,-0.291270364083185,0.033,0.172,1,"Neurons","CDC42EP3"
"PTP4A3.6",8.84183898358226e-05,-0.375127859555526,0.025,0.157,1,"Neurons","PTP4A3"
"PCAT19.11",8.86884736807247e-05,-0.438776998209727,0.008,0.128,1,"Neurons","PCAT19"
"ADGRL4.11",8.91765323926424e-05,-0.536210773753417,0.017,0.141,1,"Neurons","ADGRL4"
"LGALS9.7",9.05069299980724e-05,-0.276449210965893,0,0.113,1,"Neurons","LGALS9"
"C12orf29",9.06959469296438e-05,0.666293570795031,0.207,0.114,1,"Neurons","C12orf29"
"APOL1.1",9.27810114510757e-05,-0.269120198798906,0,0.113,1,"Neurons","APOL1"
"GBP2.1",9.29659251671947e-05,0.713163543875472,0.331,0.245,1,"Neurons","GBP2"
"CHPT1.2",9.38314133979732e-05,0.686569253614986,0.331,0.241,1,"Neurons","CHPT1"
"PLSCR4.9",9.38790741225272e-05,0.667622715151516,0.273,0.177,1,"Neurons","PLSCR4"
"SDC4.3",9.39930538855681e-05,0.620087216130215,0.182,0.091,1,"Neurons","SDC4"
"FYB.11",9.74987134587218e-05,-0.349394603452825,0,0.112,1,"Neurons","FYB"
"HSPH1",9.99450791045334e-05,-0.25120381428141,0,0.112,1,"Neurons","HSPH1"
"EPDR1.1",0.000103956120230416,0.546010580291828,0.157,0.074,1,"Neurons","EPDR1"
"SMAP2.12",0.000104382375532742,-0.277307580761933,0.008,0.127,1,"Neurons","SMAP2"
"MSMO1",0.000105757549016455,0.671070552365378,0.174,0.087,1,"Neurons","MSMO1"
"TMEM88.11",0.000105890008763236,-0.461779247928685,0,0.111,1,"Neurons","TMEM88"
"TOB2",0.000107335723685587,0.78124997336821,0.273,0.18,1,"Neurons","TOB2"
"FILIP1.7",0.000107651404289365,-0.310563442360219,0,0.111,1,"Neurons","FILIP1"
"CD69.9",0.000110823889482157,-0.664138328281819,0.008,0.126,1,"Neurons","CD69"
"ELK3.1",0.000111260923380359,-0.294577738812115,0,0.11,1,"Neurons","ELK3"
"FMNL1.11",0.00011228578276371,-0.287833120122483,0.008,0.126,1,"Neurons","FMNL1"
"MFNG.7",0.000112410386446773,-0.268025927645172,0.008,0.126,1,"Neurons","MFNG"
"PNP.1",0.000113109974792702,-0.263185263647244,0,0.11,1,"Neurons","PNP"
"TBXAS1.8",0.000114989187065874,-0.276063230673331,0,0.11,1,"Neurons","TBXAS1"
"ERRFI1.9",0.000115643348386588,-0.273902606093919,0.017,0.141,1,"Neurons","ERRFI1"
"ATP6AP2.7",0.000116040929575971,0.558082329920954,0.529,0.549,1,"Neurons","ATP6AP2"
"MPZL2.10",0.00012081265286611,-0.463980150626615,0,0.109,1,"Neurons","MPZL2"
"CTHRC1.5",0.000121810984232366,-0.30994163007364,0,0.109,1,"Neurons","CTHRC1"
"SMCHD1.1",0.00012191702446378,-0.269951254113609,0.008,0.125,1,"Neurons","SMCHD1"
"HMHA1.9",0.000129029712618276,-0.303881170799816,0,0.109,1,"Neurons","HMHA1"
"ZNF385A.6",0.000129055424872463,-0.309226824168604,0.008,0.123,1,"Neurons","ZNF385A"
"PROCR.8",0.000131719347973633,-0.304574006449758,0.008,0.124,1,"Neurons","PROCR"
"SGCA.8",0.000132183320708944,-0.3306497185224,0.017,0.139,1,"Neurons","SGCA"
"ID1.10",0.000132218911697212,-0.762345345365745,0.14,0.311,1,"Neurons","ID1"
"SLCO2B1.9",0.000132250538010569,-0.327094719513325,0,0.108,1,"Neurons","SLCO2B1"
"AREG.11",0.000132250538578689,-0.753268146126559,0,0.108,1,"Neurons","AREG"
"MEIS2.4",0.000133341588903066,-0.271289123554676,0,0.108,1,"Neurons","MEIS2"
"WAS.10",0.000134441476989687,-0.287195404827575,0,0.108,1,"Neurons","WAS"
"EFHD1.9",0.000137104707078875,-0.342573580974189,0.025,0.152,1,"Neurons","EFHD1"
"EVL.7",0.000139208415210679,-0.303026889905392,0.033,0.168,1,"Neurons","EVL"
"CD86.10",0.000140075955894583,-0.331197579485264,0,0.108,1,"Neurons","CD86"
"LUZP1.2",0.000142168197076542,-0.254149137256138,0.025,0.153,1,"Neurons","LUZP1"
"SPTSSA.5",0.000147348982817636,0.755486969228655,0.355,0.283,1,"Neurons","SPTSSA"
"CP.8",0.000158524399185346,-0.392305017498337,0.008,0.122,1,"Neurons","CP"
"RNU12",0.000158750760012507,0.600109413057685,0.124,0.052,1,"Neurons","RNU12"
"CYP27A1.4",0.000162838444209905,0.616305107949198,0.223,0.132,1,"Neurons","CYP27A1"
"LY86.11",0.000168819407148871,-0.305115126736488,0.008,0.121,1,"Neurons","LY86"
"OLFML2B.4",0.000171088021760654,-0.269839972774592,0.017,0.136,1,"Neurons","OLFML2B"
"MFAP4.13",0.000171219127160476,-0.867696574384332,0.231,0.382,1,"Neurons","MFAP4"
"STAB1.10",0.000178865827962153,-0.31939877032411,0.017,0.135,1,"Neurons","STAB1"
"MEOX2.8",0.000182040447792922,-0.303366419569734,0,0.104,1,"Neurons","MEOX2"
"BICC1.9",0.00018317893352165,-0.345545048057181,0.017,0.134,1,"Neurons","BICC1"
"VIT.9",0.000183533665446608,-0.365668648504831,0,0.104,1,"Neurons","VIT"
"SPATA6",0.000186490901216525,0.499671127426141,0.116,0.047,1,"Neurons","SPATA6"
"IGF2.9",0.000186898137187314,-0.403725356325549,0.008,0.119,1,"Neurons","IGF2"
"RTN3.2",0.000187875926304939,0.688994444298401,0.397,0.351,1,"Neurons","RTN3"
"RCN3.10",0.000188486726217408,-0.280979967935229,0.058,0.202,1,"Neurons","RCN3"
"OPN3.2",0.000194602510027003,0.456827442516037,0.116,0.047,1,"Neurons","OPN3"
"F10.10",0.000202418388426446,-0.295970238503682,0,0.103,1,"Neurons","F10"
"AEBP1.12",0.000203618561778974,-0.679650851102741,0.198,0.377,1,"Neurons","AEBP1"
"TMOD1.1",0.000209127796198183,-0.253483562614618,0,0.103,1,"Neurons","TMOD1"
