"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IL10RA",4.42764076914811e-09,-1.31137233007485,0,0.231,8.09505561823348e-05
"ETS2",4.57225800988976e-09,0.433940029584879,0.237,0.08,8.35945931948145e-05
"CELF2",4.88733466860704e-09,-1.15677523549581,0.22,0.463,8.93551397461426e-05
"AFAP1",4.91443569681087e-09,0.416734513569416,0.153,0.04,8.98506278447932e-05
"TUBB2A",4.99670012710966e-09,0.684786027914016,0.644,0.366,9.13546684239459e-05
"TUBA1A",4.99736079100253e-09,0.741995776811216,0.381,0.168,9.13667473418992e-05
"PDLIM1",4.99756036266869e-09,0.663844765177145,0.458,0.221,9.13703961106716e-05
"GSTP1",5.11426701841529e-09,0.652393203361883,0.483,0.235,9.35041438976868e-05
"ARHGAP9",5.19278974656042e-09,-1.33074913148833,0.017,0.255,9.49397749363642e-05
"RAB2A",5.19630438529417e-09,0.559262098740884,0.373,0.157,9.50040330763333e-05
"EOGT",5.23929652866691e-09,0.45218314455135,0.161,0.044,9.57900584336171e-05
"FHL3",5.38096822384171e-09,0.390436904240885,0.119,0.027,9.83802420364979e-05
"PRKCH",5.58194846345445e-09,-1.28790398723182,0.034,0.274,0.000102054763757338
"RAB5A",5.70026879314602e-09,0.486920866118371,0.305,0.115,0.000104218014345089
"CRTAP",5.73957914742609e-09,0.83785576586612,0.559,0.328,0.000104936725552391
"RPL7A",5.78165385612745e-09,-0.603478917815838,0.907,0.931,0.000105705977451578
"RPS21",5.81237789484554e-09,-0.763416238111991,0.907,0.907,0.000106267705051461
"CRAT",5.85728862420961e-09,0.318944349161732,0.127,0.03,0.000107088807916424
"MORF4L1",5.86190673705328e-09,0.62268765661734,0.653,0.364,0.000107173240873545
"SESTD1",6.04155186965696e-09,0.45072413584611,0.169,0.048,0.000110457692832938
"CALCRL",6.27948624170618e-09,0.272430995714243,0.212,0.067,0.000114807846957114
"SQSTM1",6.55601716049662e-09,0.557282842704578,0.517,0.256,0.00011986366174536
"ARHGAP30",6.57811882441238e-09,-1.29955958901725,0.008,0.238,0.000120267746466731
"ROCK2",7.27626385549567e-09,0.64618941176428,0.305,0.121,0.000133031932070027
"SMAD5",7.48301988436776e-09,0.487503170748437,0.297,0.112,0.000136812052545896
"NES",7.51621618252819e-09,0.768053310868546,0.127,0.031,0.000137418980465163
"ATN1",7.83011693687951e-09,0.672985700218681,0.331,0.137,0.000143158027956968
"GNLY",7.92876923142518e-09,-2.79974145056622,0.127,0.367,0.000144961687858147
"TMEM14C",7.98356958798736e-09,0.578327000854408,0.28,0.104,0.000145963602777173
"ZNF618",8.06439642128601e-09,0.514311200156028,0.169,0.049,0.000147441359770372
"SCOC",8.18710430992982e-09,0.478435310464022,0.203,0.065,0.000149684828098447
"ECE1",8.36946318893956e-09,0.597428521016472,0.305,0.121,0.000153018895483382
"OAZ2",8.45889417820834e-09,0.504462725043691,0.195,0.061,0.000154653962260183
"LPXN",8.51884018759151e-09,-1.3379311755309,0.025,0.263,0.000155749955149736
"ARHGAP4",9.41310021047665e-09,-1.19920327915434,0,0.223,0.000172099711148145
"DNAJA2",9.45154300994379e-09,0.512477625242285,0.229,0.078,0.000172802560850802
"STK38L",9.48050946641988e-09,0.566698853327299,0.186,0.057,0.000173332154574555
"TSPAN3",9.66766109441519e-09,0.601482064998206,0.263,0.098,0.000176753847789193
"CCL2",9.81104952967692e-09,1.15114831275977,0.229,0.082,0.000179375418551083
"ERG",1.04999618317677e-08,0.595456561738273,0.178,0.055,0.00019197080217021
"CD8A",1.06463057238918e-08,-1.95675646221843,0.017,0.243,0.000194646407549915
"CCL4",1.17616069766786e-08,-2.36858845585994,0.076,0.308,0.000215037460354614
"RASAL3",1.19390406691447e-08,-1.27990665069691,0,0.22,0.000218281480553972
"ADAMTS10",1.20037566599861e-08,0.320501431949895,0.136,0.034,0.000219464683014527
"KIFAP3",1.20204756185311e-08,0.584479073326639,0.186,0.057,0.000219770355733604
"RPL19",1.21917670453623e-08,-0.587328532094022,0.89,0.964,0.000222902076890359
"RPL10",1.23355864073817e-08,-0.546270255910171,0.992,0.983,0.000225531526286159
"PER3",1.23445917927463e-08,0.37196102035476,0.127,0.031,0.000225696171746781
"COPS7A",1.25106897274463e-08,0.38912077988098,0.161,0.045,0.000228732940286902
"TPCN1",1.25335145854852e-08,0.678165313101795,0.203,0.067,0.000229150247166426
"THRA",1.28355511999163e-08,0.679142995878693,0.127,0.032,0.00023467238258807
"ICAM3",1.31733224377209e-08,-1.25441494652932,0.008,0.23,0.000240847854128851
"ISCU",1.32136497328897e-08,0.685158235619872,0.517,0.271,0.000241585158066423
"IRF2BPL",1.34822693355075e-08,0.455054965487044,0.195,0.061,0.000246496330261083
"PPP1R18",1.37225162061317e-08,-1.34069519687468,0.144,0.393,0.000250888763796707
"APOBEC3G",1.38347375155456e-08,-1.41432233114329,0.025,0.255,0.000252940505996719
"ALCAM",1.39249775266659e-08,0.742062577174687,0.254,0.094,0.000254590364120032
"TTC28",1.39889498072274e-08,0.327398942612008,0.127,0.031,0.000255759969325539
"CBY1",1.47898239900452e-08,0.353245676768059,0.136,0.034,0.000270402352009997
"NSMCE3",1.47903675368013e-08,0.476165261826506,0.161,0.046,0.000270412289675339
"ZAP70",1.48733879296747e-08,-1.23992815720744,0,0.218,0.000271930151518243
"ATF3",1.48998987622549e-08,0.702952820150112,0.136,0.036,0.000272414849070306
"RPL32",1.51683327159229e-08,-0.69026073875029,0.881,0.946,0.000277322627045219
"RHOJ",1.58702968055708e-08,0.640322882877365,0.22,0.077,0.000290156636496251
"CD7",1.6564163604705e-08,-1.48711787806753,0.017,0.241,0.000302842603184821
"MYADM",1.67262585800317e-08,0.556858946445939,0.619,0.343,0.00030580618561872
"OSBPL9",1.68610381929533e-08,0.498750004672963,0.229,0.079,0.000308270361281766
"ANKRD44",1.76548224456752e-08,-1.24159793218937,0.042,0.272,0.00032278311877428
"TMEM214",1.77885424608715e-08,0.513351649861671,0.203,0.067,0.000325227921812113
"CHSY1",1.78921057665234e-08,0.652678154808915,0.246,0.09,0.000327121369729348
"SLC2A3",1.82265446213071e-08,-1.33014174470779,0.051,0.284,0.000333235915311357
"ITM2A",1.85682509146989e-08,-1.44551593848227,0.042,0.279,0.000339483331473439
"ORC3",1.87638390039018e-08,-1.32316140345938,0.017,0.239,0.000343059268508336
"DYNC1I2",1.89820979996549e-08,0.500342940382906,0.381,0.171,0.000347049697727691
"ARCN1",1.9196200538812e-08,0.620096610633145,0.347,0.148,0.0003509641344511
"INPP5D",1.92522422607175e-08,-1.24199615717013,0.025,0.253,0.000351988745252698
"IRF4",1.98858656452664e-08,0.379638019290609,0.169,0.05,0.000363573281592405
"IQGAP2",1.99451535061934e-08,-1.28958653056012,0.017,0.237,0.000364657241553734
"MTURN",2.07406007698509e-08,0.485936148382299,0.178,0.055,0.000379200403875183
"FAM49B",2.11460467253146e-08,-1.15770771579222,0.042,0.276,0.000386613172278927
"SH3KBP1",2.16916720806118e-08,-1.10898073497286,0.11,0.348,0.000396588840649826
"SLA",2.17396847053689e-08,-1.25250225029796,0.008,0.23,0.00039746665546826
"CYTIP",2.18954702227629e-08,-1.23725196075964,0.008,0.225,0.000400314882082774
"TMC6",2.23194072157453e-08,-1.17536850208643,0.008,0.225,0.000408065722125471
"AK4",2.25226272075664e-08,0.733989779721798,0.322,0.137,0.000411781193235936
"SOGA1",2.29775722329736e-08,0.386476925941118,0.11,0.025,0.000420098953135456
"LIMD2",2.38338300617795e-08,-1.26797156481297,0.085,0.318,0.000435753915019515
"DTWD1",2.52718770530335e-08,0.549568948940856,0.127,0.033,0.000462045728160612
"TP53BP1",2.57538075392068e-08,0.563804422427721,0.144,0.04,0.000470856863239318
"OSGIN2",2.62309700665325e-08,0.490607742716913,0.144,0.04,0.000479580825726414
"DNAJB9",2.84374587725248e-08,0.44043687259386,0.153,0.043,0.00051992205873807
"NRGN",2.85590446253126e-08,0.457920455871422,0.136,0.036,0.000522145012884591
"ASS1",2.86924320782253e-08,0.434292701593068,0.161,0.047,0.000524583735686193
"ENPP2",2.98630995840581e-08,0.396784932900077,0.11,0.025,0.000545987049695334
"SKP1",3.0205933911126e-08,0.602471483727191,0.602,0.338,0.000552255089697117
"ENOX2",3.07498116577819e-08,0.315221202669875,0.11,0.025,0.000562198806539227
"RPL23A",3.07926572518854e-08,-0.700061274037015,0.966,0.952,0.00056298215253622
"CTPS1",3.08214346469038e-08,0.324611731965563,0.11,0.025,0.000563508289649341
"SPRYD3",3.08531246117535e-08,0.458858474226614,0.195,0.063,0.00056408767727669
"SERINC3",3.32599437626315e-08,0.53041374399266,0.381,0.17,0.000608091551812191
"DEFA6",3.35220968460153e-08,-1.19944615161308,0.017,0.235,0.000612884496635698
"ZBTB20",3.404799395021e-08,0.430132218589299,0.297,0.118,0.00062249947339169
"ZMPSTE24",3.54322197259436e-08,0.503508259443404,0.229,0.081,0.000647807273249428
"BMP1",3.63571065469485e-08,0.313330789957646,0.102,0.022,0.00066471697899786
"CDC42BPB",3.75604252626824e-08,0.396120778978556,0.153,0.043,0.000686717255077622
"PRF1",3.76015550836108e-08,-1.71375107954611,0.008,0.219,0.000687469231593656
"SYTL1",3.85998063639821e-08,-1.29369290273966,0.008,0.218,0.000705720259752685
"KLHL42",3.95298797103157e-08,0.448274594303404,0.195,0.063,0.000722724790743703
"C1GALT1C1",4.06346716007444e-08,0.395516925925404,0.127,0.032,0.00074292370087641
"STK10",4.10090501794246e-08,-1.20651235753124,0.042,0.271,0.000749768464430419
"SLC7A2",4.10800301584751e-08,0.630474802663509,0.136,0.037,0.0007510661913874
"CMIP",4.18745947029859e-08,-1.25391173684669,0.102,0.331,0.000765593214954691
"CORO1C",4.1881990718498e-08,0.605789690996105,0.195,0.064,0.000765728436306299
"NBEAL2",4.33968462736519e-08,-1.24028770295082,0.017,0.231,0.000793424540421177
"SLC44A1",4.44193860870443e-08,0.602231313477419,0.254,0.097,0.000812119635829432
"ATP1A2",4.5049224809277e-08,0.426263863958528,0.102,0.023,0.000823634977188011
"PTK2B",4.56488074339242e-08,-1.38068160664995,0.153,0.388,0.000834597146314437
"GPR161",4.58625728609956e-08,0.489387340030104,0.186,0.06,0.000838505419617582
"GALNT15",4.71407824189627e-08,0.780818854481954,0.169,0.053,0.000861874924965896
"THBD",4.75841438200313e-08,0.561077018232458,0.229,0.083,0.000869980901461632
"MIER3",4.85604626117192e-08,0.406056855291936,0.119,0.029,0.000887830937930063
"FCMR",4.88682593714291e-08,-1.42172597825604,0.034,0.249,0.000893458386087838
"CBR1",4.94126536299856e-08,0.450023260599398,0.127,0.033,0.000903411546317026
"MOCS2",4.98972486265852e-08,0.371509245752001,0.144,0.04,0.000912271396639857
"RPL6",5.16742192796834e-08,-0.610525284931529,0.924,0.928,0.000944759751090452
"SELPLG",5.23090755112084e-08,-1.07307874797844,0.034,0.252,0.000956366827571422
"ITM2B",5.23716499771393e-08,0.578623863812425,0.915,0.868,0.000957510876532037
"CDKN1B",5.42546416397658e-08,0.502168823251727,0.229,0.082,0.000991937613099838
"PLEK",5.51414901662744e-08,-1.42003051307385,0.025,0.241,0.00100815186470999
"COA3",5.66225611545716e-08,0.565667653239134,0.186,0.06,0.00103523028558903
"BNIP3L",5.67747336428691e-08,0.517283086046927,0.381,0.172,0.00103801245519257
"SERINC1",5.79036045190197e-08,0.621868391660238,0.576,0.315,0.00105865160142124
"TM9SF1",5.80614253663312e-08,0.404733580458892,0.178,0.055,0.00106153703997263
"ID1",5.81549661287778e-08,0.861879280636849,0.186,0.062,0.00106324724573244
"FAM210B",5.90448991955005e-08,0.590591408606313,0.331,0.141,0.00107951789199134
"PLAT",5.9065789474723e-08,0.453890961166228,0.178,0.057,0.00107989982896636
"VEGFB",5.93979228226488e-08,0.654906854779804,0.263,0.104,0.00108597222296649
"SLC38A1",6.17833742204665e-08,-1.32352179570509,0.11,0.322,0.00112958543087279
"PARP8",6.29091804233344e-08,-1.25438616539156,0.051,0.268,0.00115016854567982
"REXO2",6.60815979057279e-08,0.513152654900279,0.229,0.084,0.00120816985451042
"KIAA1551",6.63282346640295e-08,-1.31509487456578,0.11,0.332,0.00121267911436245
"PTPN11",6.76607687339256e-08,0.557548235122143,0.314,0.131,0.00123704183476236
"DOCK8",6.79674284935559e-08,-1.14970066200272,0.025,0.238,0.00124264849514768
"TBC1D10C",6.98177437707939e-08,-1.18875972315587,0.008,0.212,0.00127647780936143
"CCDC50",7.28783317230723e-08,0.48809096536131,0.229,0.083,0.00133243453889293
"RPL10A",7.41560790685815e-08,-0.732161451752817,0.805,0.841,0.00135579559361088
"ZBTB16",7.6769464526347e-08,0.378119502885644,0.161,0.048,0.0014035761199352
"ZFP36",8.24846053971638e-08,0.740893936991952,0.424,0.207,0.00150806604047635
"NDUFS4",8.80710307386608e-08,0.408598667606579,0.212,0.073,0.00161020265499494
"MYO1G",8.91049050017001e-08,-1.13737383168802,0,0.198,0.00162910497814608
"VKORC1",8.92407314344193e-08,0.509863713711197,0.314,0.134,0.00163158829281549
"CD99L2",9.04008957077916e-08,0.379572202171787,0.161,0.049,0.00165279957622555
"ITIH5",9.34406371197303e-08,0.501719073522988,0.246,0.094,0.00170837516846003
"ADCY7",9.39946410979648e-08,-1.12200765702363,0.008,0.213,0.00171850402319409
"SLC41A3",9.57357852667539e-08,0.415287568591938,0.178,0.057,0.00175033736203206
"SMARCD3",9.57568534564869e-08,0.300786324795928,0.11,0.026,0.00175072255174495
"CLEC2B",1.01839151659984e-07,-1.16804086083333,0.034,0.244,0.00186192520979948
"MAPK3",1.0269794034412e-07,0.500089413454048,0.237,0.09,0.00187762644331155
"RCAN3",1.0278263150174e-07,0.506687507232405,0.178,0.057,0.0018791748517463
"PRKACA",1.04043714030134e-07,0.418491618604798,0.297,0.12,0.00190223122361293
"MAOB",1.04818664003179e-07,0.344851061901271,0.11,0.027,0.00191639963397011
"ANKRD12",1.0533392309535e-07,-1.12215604443333,0.305,0.52,0.00192582011595229
"IFI30",1.11411340972195e-07,-1.83292753922651,0.237,0.469,0.00203693354699465
"RASGRP1",1.1217823770735e-07,-1.1662134489273,0.008,0.207,0.00205095472000348
"ESYT2",1.13840081792199e-07,0.514454563465491,0.424,0.208,0.00208133821540677
"RTN4",1.15556150633949e-07,0.673193156234957,0.644,0.399,0.00211271310204048
"ACTB",1.18458582023245e-07,-0.687890072395081,1,0.997,0.00216577825513099
"RIPOR2",1.1866177864706e-07,-1.19633197005481,0.076,0.299,0.00216949329900421
"HNRNPH3",1.33444163749265e-07,0.398965435178559,0.432,0.202,0.00243975964582781
"CAMLG",1.36636455314708e-07,0.594664770923486,0.28,0.116,0.0024981243125188
"ALDH3A2",1.47965686979656e-07,0.446113727535752,0.271,0.108,0.00270525665504905
"TCTN3",1.49626437230598e-07,0.358778047844538,0.144,0.041,0.00273562015188702
"AKAP13",1.5677928053594e-07,-1.0968757302139,0.195,0.417,0.00286639558603858
"RPS11",1.58378315335084e-07,-0.496498396322345,0.966,0.972,0.00289563073927133
"EML4",1.59382168070613e-07,-1.18601180875017,0.085,0.299,0.00291398417883501
"GIMAP4",1.60498344552361e-07,-1.19818411734492,0.034,0.243,0.00293439123345082
"CREG1",1.63254117531193e-07,0.475312398802982,0.271,0.107,0.0029847750308228
"CYLD",1.67623352959125e-07,-1.19588017536521,0.076,0.284,0.00306465776215167
"MEGF6",1.74892886881228e-07,0.402949970776557,0.195,0.067,0.00319756665084949
"RPL34",1.78232355528098e-07,-0.565005736821105,0.966,0.972,0.00325862215612022
"SYNJ2",1.81598769745299e-07,0.319730129060084,0.144,0.042,0.0033201703072533
"C12orf57",1.82185141308232e-07,0.625441425472102,0.5,0.269,0.0033308909385384
"USP11",1.83526397110919e-07,0.594909593369677,0.297,0.126,0.00335541311837894
"AMIGO2",1.85830799143878e-07,0.376560498704448,0.153,0.046,0.00339754450074752
"GBE1",1.86181338178025e-07,0.460987110726691,0.144,0.043,0.00340395340590883
"CORO1A",1.86907171254371e-07,-1.10061599629118,0.017,0.214,0.00341722381204367
"ABHD4",1.89981683963543e-07,0.419334889004033,0.136,0.038,0.00347343512790545
"FAM3C",1.90490405718327e-07,0.523814869297222,0.212,0.077,0.00348273608774817
"ITPRIPL2",1.90877950921769e-07,0.794192691556206,0.288,0.124,0.0034898215767027
"EEF1B2",1.98413588575375e-07,-0.737666586896622,0.559,0.665,0.00362759563992357
"CYTH1",2.01044439677515e-07,-1.04815094034068,0.034,0.241,0.00367569549062401
"GOLGA2",2.09757690946742e-07,0.591480350724905,0.297,0.126,0.00383499986357929
"VAMP8",2.11026981218679e-07,-1.17073373162534,0.025,0.223,0.00385820629762111
"GBP5",2.17446430594512e-07,-1.23355557520435,0.017,0.215,0.00397557309055946
"CAPZA1",2.20971128579838e-07,-0.999923282605407,0.22,0.449,0.00404001514382517
"ANXA5",2.26451093313531e-07,0.5441562141834,0.636,0.366,0.00414020533905129
"TMEM130",2.29294224817553e-07,0.442807730839447,0.127,0.035,0.00419218631233932
"LYZ",2.30064079741291e-07,-2.50583951023044,0.051,0.252,0.00420626156991003
"CDR2",2.32019992239286e-07,0.499536186246622,0.178,0.058,0.00424202151811087
"AGL",2.36420814740034e-07,0.393835484608492,0.212,0.075,0.00432248175589204
"TCEAL8",2.37089723245782e-07,0.539875737269329,0.169,0.056,0.00433471141010263
"BDH2",2.44120885919257e-07,0.573132802018061,0.203,0.072,0.00446326215726178
"MID1IP1",2.55297239383712e-07,0.439656350449828,0.169,0.054,0.00466759942765241
"DPF2",2.57941385651762e-07,0.466585744926213,0.144,0.043,0.00471594235387116
"MXI1",2.58217550651926e-07,0.433969933537701,0.246,0.094,0.00472099147856915
"CD84",2.5858370541502e-07,-1.13770124091996,0.144,0.362,0.00472768588610281
"FXYD5",2.60025011020864e-07,-0.912746962620958,0.314,0.52,0.00475403727649446
"CDK4",2.6574274661071e-07,0.470904180641879,0.22,0.082,0.00485857463628361
"QSOX1",2.75103394838015e-07,0.450877598286361,0.169,0.056,0.00502971536782343
"AAK1",2.7647201408137e-07,-1.041293852957,0.305,0.491,0.0050547378334497
"NOL7",2.80017259040656e-07,0.478074087180128,0.263,0.106,0.00511955554704031
"HLA-DQA1",2.98934918735488e-07,-1.73925729483228,0.051,0.257,0.00546542711924092
"MPP5",3.03797209807367e-07,0.333453763363269,0.11,0.028,0.00555432438690809
"BAZ1A",3.14200092181335e-07,-1.28569787907844,0.068,0.279,0.00574452028535134
"KCTD12",3.17389767755614e-07,0.647938007898813,0.314,0.137,0.00580283712387589
"RPL17",3.1907116635428e-07,-0.508607954318996,0.941,0.936,0.0058335781344553
"RPL14",3.22390871017995e-07,-0.577454345915932,0.898,0.934,0.00589427229482201
"SNTA1",3.32649597644514e-07,0.320112617479212,0.119,0.032,0.00608183259373466
"SLC26A4",3.39345056163219e-07,0.511409344169069,0.102,0.025,0.00620424566183213
"CREB3L2",3.51531256876585e-07,0.582392788264267,0.28,0.12,0.0064270459694746
"WDFY3",3.66192649413658e-07,0.301041789328886,0.127,0.035,0.0066951002092299
"RAB11FIP2",3.86829226415325e-07,0.405021880681561,0.178,0.06,0.00707239874655138
"TNFAIP8L3",3.89767632408871e-07,0.487057725078953,0.153,0.048,0.00712612162333138
"BTN3A1",3.94227122500688e-07,-1.1324027170167,0.059,0.268,0.00720765448068009
"DDX5",3.98125156286426e-07,-0.67187267704506,0.653,0.74,0.00727892223238473
"ACTR2",4.07122680795452e-07,-0.985943611905542,0.347,0.508,0.00744342397298325
"TECPR2",4.1526372083105e-07,0.371411140222613,0.153,0.047,0.00759226660795409
"HK1",4.20287436033693e-07,0.497737715774833,0.373,0.168,0.007684115193004
"GNAO1",4.23410415568723e-07,-1.7108444020968,0.093,0.301,0.00774121262784296
"DYNC1LI2",4.26879338843381e-07,0.561878998237273,0.288,0.124,0.00780463495207353
"TOR1AIP1",4.3501047914158e-07,0.545014882561817,0.322,0.144,0.00795329659014552
"ADAM8",4.49770288674556e-07,-1.05361026783888,0,0.18,0.00822315018783691
"EVI2A",4.61741278284404e-07,-1.09251307239681,0.017,0.206,0.00844201579087376
"STK4",4.647151305248e-07,-1.04079703864846,0.161,0.382,0.00849638673138492
"FOXP4",4.77114260283755e-07,0.372073170604411,0.186,0.064,0.00872308002076789
"CCDC69",4.79377206775266e-07,-1.09704741513015,0.042,0.237,0.0087644534714722
"DOCK2",4.94372433587525e-07,-0.988723800865883,0,0.179,0.00903861120328072
"CBX1",4.95021363599788e-07,0.401064172877531,0.169,0.056,0.00905047559069492
"GRK5",4.96100090009526e-07,0.341554816097899,0.153,0.047,0.00907019794564417
"SLAIN2",5.03025198661909e-07,0.585177390467732,0.271,0.116,0.00919680970713568
"IPW",5.09351887824731e-07,0.406048457053007,0.119,0.033,0.00931248056509955
"ARHGAP45",5.13138648463365e-07,-1.04408722169477,0.034,0.223,0.00938171390985569
"YWHAH",5.31793225629883e-07,0.33665484410359,0.314,0.133,0.00972277554419114
"SSBP2",5.78089764095028e-07,0.347410842074818,0.144,0.044,0.0105692151569494
"PAG1",6.22173655201732e-07,-1.17463832195255,0.11,0.312,0.0113752009380533
"TSPYL4",6.22452878248186e-07,0.358863985143036,0.119,0.033,0.0113803059730116
"SAR1A",6.25865757126036e-07,0.462986604026414,0.339,0.155,0.0114427036375353
"TUBA1B",6.32163850705828e-07,0.458563070644467,0.627,0.366,0.0115578516824546
"HAUS7",6.37283727228605e-07,0.637053793616987,0.127,0.037,0.0116514583849206
"LRRK2",6.64964689096823e-07,0.330818925453896,0.119,0.033,0.0121575494107572
"RPL3",6.9177256767734e-07,-0.551822662248912,0.958,0.94,0.0126476778548448
"BMP4",6.94936117238617e-07,0.428771125539603,0.203,0.076,0.0127055170314736
"ST13",6.94984901366626e-07,0.713737803122344,0.39,0.202,0.012706408951686
"MAP7D3",7.20275318355162e-07,0.413883129791631,0.169,0.057,0.0131687936454874
"BTN3A2",7.26371890669781e-07,-1.11425936717872,0.085,0.287,0.0132802572771156
"CCP110",7.45151499805372e-07,0.442169992896782,0.153,0.049,0.0136236048709416
"ABL1",7.50922837235164e-07,0.368873065180259,0.178,0.06,0.0137291222331705
