"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MERTK",1.58608493531582e-162,0.50234403859191,0.2,0.024,3.24053013134375e-158,"Macrophage","MERTK"
"TNFRSF1B",2.62049885802263e-162,0.822654272182461,0.487,0.147,5.35394121682604e-158,"Macrophage","TNFRSF1B"
"SH3TC1",4.5494042269903e-162,0.511750458627007,0.227,0.032,9.29488777616389e-158,"Macrophage","SH3TC1"
"SDSL",9.85253407098917e-162,0.433145286805582,0.188,0.021,2.0129712360438e-157,"Macrophage","SDSL"
"C1R",1.15283400419908e-161,-3.06347446561536,0.118,0.531,2.35535515397914e-157,"Macrophage","C1R"
"PIK3AP1",3.1161669069662e-161,0.440108856556337,0.174,0.017,6.36664060762264e-157,"Macrophage","PIK3AP1"
"SAP30",2.75995648772963e-160,0.630642903147681,0.274,0.05,5.63886710008041e-156,"Macrophage","SAP30"
"IFIT2",3.4890759551848e-160,1.04594015810824,0.289,0.056,7.12853108403806e-156,"Macrophage","IFIT2"
"LAMTOR2",3.90004262259305e-160,0.901985748613069,0.637,0.274,7.96817708221986e-156,"Macrophage","LAMTOR2"
"CAV1",7.95041159940024e-160,-2.14445599775828,0.051,0.475,1.62434859387346e-155,"Macrophage","CAV1"
"GPR84",1.35887995355569e-159,0.364962344313206,0.126,0.006,2.77632763310962e-155,"Macrophage","GPR84"
"MCOLN1",2.54271704596206e-159,0.714754099223218,0.343,0.079,5.19502519660509e-155,"Macrophage","MCOLN1"
"STXBP2",1.06738734029922e-158,0.578541805957562,0.34,0.076,2.18077907496534e-154,"Macrophage","STXBP2"
"CXCL2",3.71100570316248e-158,1.24833758835414,0.351,0.083,7.58195575213126e-154,"Macrophage","CXCL2"
"SHTN1",4.43787863657039e-158,0.498553112762224,0.204,0.026,9.06702984237696e-154,"Macrophage","SHTN1"
"MALAT1",5.56391324678743e-158,-0.844302376659084,1,0.995,1.13676311545114e-153,"Macrophage","MALAT1"
"NEAT1",1.00530824182162e-157,0.870454879064549,0.947,0.752,2.05394526886575e-153,"Macrophage","NEAT1"
"JAML",1.07017436964743e-157,0.546717669321017,0.27,0.046,2.18647325462666e-153,"Macrophage","JAML"
"GNAI2",1.20740924237568e-157,0.916325874830234,0.683,0.303,2.46685782309776e-153,"Macrophage","GNAI2"
"BID",1.4426331143688e-157,0.660470441363007,0.357,0.086,2.94744371596689e-153,"Macrophage","BID"
"LPAR6",4.4083375578622e-157,0.870427478068232,0.471,0.145,9.00667446446826e-153,"Macrophage","LPAR6"
"PTAFR",2.66797638275866e-156,0.600072654974441,0.256,0.044,5.45094254761422e-152,"Macrophage","PTAFR"
"RAC1",5.89141909526282e-156,0.759497017728727,0.957,0.739,1.20367583535315e-151,"Macrophage","RAC1"
"NAGA",1.57217811169666e-155,0.651397816500265,0.324,0.073,3.21211710000745e-151,"Macrophage","NAGA"
"COL6A2",6.06694131463544e-155,-2.30607808746616,0.061,0.474,1.23953677999317e-150,"Macrophage","COL6A2"
"SDC3",5.2708753978802e-154,0.593413771897131,0.235,0.037,1.0768925525409e-149,"Macrophage","SDC3"
"TUBA1B",2.24015562486105e-153,0.961728681172497,0.962,0.823,4.57686195715361e-149,"Macrophage","TUBA1B"
"CASP1",8.64342924517609e-153,0.641441844460106,0.341,0.08,1.76593902908193e-148,"Macrophage","CASP1"
"CR1",3.73255134944453e-152,0.298086701677769,0.107,0.004,7.62597566205012e-148,"Macrophage","CR1"
"ADAM28",9.05842733908265e-152,0.59172732609252,0.263,0.047,1.85072728964798e-147,"Macrophage","ADAM28"
"SGK1",2.23887728341137e-150,0.918999078858078,0.539,0.196,4.57425017773777e-146,"Macrophage","SGK1"
"BRI3",7.01157690956801e-150,0.979166007615957,0.592,0.254,1.43253527839384e-145,"Macrophage","BRI3"
"COLEC12",2.09013536359204e-149,0.767704052155014,0.311,0.071,4.2703555613549e-145,"Macrophage","COLEC12"
"APOC1",5.90277705325863e-149,2.08073291204678,0.283,0.06,1.20599637975127e-144,"Macrophage","APOC1"
"PARVG",9.85399330088612e-149,0.502157879190952,0.249,0.043,2.01326937130404e-144,"Macrophage","PARVG"
"STAC3",7.32986322344843e-148,0.365013126988202,0.136,0.01,1.49756435518275e-143,"Macrophage","STAC3"
"SNX2",8.07882736646481e-148,0.889138993177605,0.634,0.278,1.65058521924242e-143,"Macrophage","SNX2"
"GLUL",9.96624872829221e-148,0.759001175618978,0.836,0.47,2.03620427767738e-143,"Macrophage","GLUL"
"NAGK",1.00409849600483e-147,0.829855557178998,0.511,0.189,2.05147363718748e-143,"Macrophage","NAGK"
"RPL3",2.5525687365769e-147,-0.791168910279818,0.995,0.994,5.21515318570027e-143,"Macrophage","RPL3"
"CTSL",2.58734403682e-147,1.42004136926098,0.67,0.346,5.28620260162695e-143,"Macrophage","CTSL"
"TPM3",3.822441084488e-147,0.910807399488439,0.784,0.424,7.80962937971743e-143,"Macrophage","TPM3"
"SNX6",1.41385127590035e-146,0.891460214239299,0.599,0.255,2.88863954179201e-142,"Macrophage","SNX6"
"OTOA",2.68770814050286e-146,0.406447647083016,0.11,0.005,5.49125650186138e-142,"Macrophage","OTOA"
"ACP5",3.2196437986038e-146,0.74471497182245,0.235,0.039,6.57805424492743e-142,"Macrophage","ACP5"
"TPP1",3.41787160094705e-146,0.815245872926248,0.454,0.149,6.98305346789493e-142,"Macrophage","TPP1"
"IFI30",3.56288238442678e-146,0.602927984710131,0.294,0.06,7.27932499962235e-142,"Macrophage","IFI30"
"GAA",7.23310774726369e-146,0.731964142090305,0.44,0.14,1.47779624384344e-141,"Macrophage","GAA"
"ZMYND15",1.48460358031329e-145,0.349157422547561,0.137,0.01,3.03319357493808e-141,"Macrophage","ZMYND15"
"LPCAT2",2.76024172024266e-145,0.677564970314235,0.303,0.067,5.63944985862778e-141,"Macrophage","LPCAT2"
"LINC01094",1.78561155928081e-144,0.303141077612502,0.118,0.006,3.64818297676662e-140,"Macrophage","LINC01094"
"ARPC1B",4.80774181826116e-144,0.800904040355283,0.876,0.579,9.82269730888937e-140,"Macrophage","ARPC1B"
"TLR1",1.79795026746039e-143,0.483815494048706,0.184,0.023,3.67339219144831e-139,"Macrophage","TLR1"
"EVI2B",3.81789432501666e-143,0.719349526235482,0.475,0.151,7.80033989544153e-139,"Macrophage","EVI2B"
"PTPRC",4.20481525805037e-143,0.434758178683719,0.574,0.185,8.59085805372272e-139,"Macrophage","PTPRC"
"RNF144B",1.14454784940039e-142,0.463365019452609,0.192,0.025,2.33842571110994e-138,"Macrophage","RNF144B"
"SNCA",2.77847335282902e-142,0.49051342348907,0.281,0.057,5.67669890716498e-138,"Macrophage","SNCA"
"PDXK",9.90093785827154e-142,0.7427871475515,0.37,0.104,2.02286061382346e-137,"Macrophage","PDXK"
"ID3",4.04320369842103e-141,-2.24618170331953,0.238,0.59,8.26066947624401e-137,"Macrophage","ID3"
"DOCK2",4.72643412912482e-140,0.432251806248129,0.184,0.023,9.65657756921492e-136,"Macrophage","DOCK2"
"BST2",5.80346261077199e-140,0.837016000525896,0.74,0.365,1.18570544600682e-135,"Macrophage","BST2"
"SIGLEC9",1.58155288757513e-139,0.343723046909554,0.134,0.01,3.23127070460474e-135,"Macrophage","SIGLEC9"
"CYR61",2.71203911491814e-139,-3.59930283902129,0.106,0.485,5.54096711568926e-135,"Macrophage","CYR61"
"RBPJ",3.14619255475388e-139,0.944828543277025,0.638,0.299,6.42798600861764e-135,"Macrophage","RBPJ"
"ITGAX",3.58929849275734e-139,0.395010185747193,0.154,0.015,7.33329575055253e-135,"Macrophage","ITGAX"
"CPE",3.61786816498361e-139,-2.16992959942981,0.059,0.442,7.391666447878e-135,"Macrophage","CPE"
"CFL1",4.77786800019975e-139,0.707862893342706,0.98,0.905,9.76166211120811e-135,"Macrophage","CFL1"
"CRYBB1",8.27860429071467e-139,0.296105876331886,0.105,0.005,1.69140164263591e-134,"Macrophage","CRYBB1"
"ITM2A",1.0766519736036e-137,-1.94064686932108,0.032,0.42,2.19970764726953e-133,"Macrophage","ITM2A"
"SESN1",1.37557036548113e-137,0.650336870004407,0.309,0.073,2.81042781371449e-133,"Macrophage","SESN1"
"SOD3",1.09085921675723e-136,-2.44734270322918,0.073,0.45,2.2287344657567e-132,"Macrophage","SOD3"
"CRIP2",1.91543933515061e-136,-1.84587075220426,0.142,0.51,3.91343410564621e-132,"Macrophage","CRIP2"
"COTL1",8.05761970504262e-136,0.736098396456614,0.661,0.279,1.64625228193726e-131,"Macrophage","COTL1"
"P2RY14",2.37633296164862e-135,0.688716817378905,0.199,0.03,4.85508587394429e-131,"Macrophage","P2RY14"
"LITAF",2.58262255153215e-135,1.00411295169403,0.763,0.439,5.27655613503533e-131,"Macrophage","LITAF"
"KCNMA1",3.80425246339093e-135,0.5268170262053,0.217,0.036,7.77246820795401e-131,"Macrophage","KCNMA1"
"OSTF1",5.20010153660775e-135,0.707285617873068,0.5,0.179,1.06243274494433e-130,"Macrophage","OSTF1"
"CCL4",5.22077927900717e-135,1.41214428595499,0.408,0.131,1.06665741449395e-130,"Macrophage","CCL4"
"ATP5J2",5.62190765397004e-135,0.863431670875792,0.817,0.527,1.14861195278262e-130,"Macrophage","ATP5J2"
"NCF1",1.42722804462768e-134,0.856875511721239,0.329,0.084,2.91596961797881e-130,"Macrophage","NCF1"
"EFHD2",1.858342757623e-134,0.644895347409896,0.327,0.082,3.79678008809956e-130,"Macrophage","EFHD2"
"BLVRA",2.85857655143399e-134,0.824254454819843,0.473,0.173,5.84035775223479e-130,"Macrophage","BLVRA"
"YBX1",9.18060929796213e-134,0.690189651270291,0.983,0.859,1.87569028566664e-129,"Macrophage","YBX1"
"HERPUD1",2.60398554153307e-133,0.855794927427506,0.841,0.542,5.32020285990621e-129,"Macrophage","HERPUD1"
"MFSD12",4.40310793459097e-132,0.455966467092825,0.199,0.031,8.99598982116281e-128,"Macrophage","MFSD12"
"CARD16",5.38689267802705e-132,0.702667912438117,0.438,0.142,1.10059604304771e-127,"Macrophage","CARD16"
"IL10",6.75605002024176e-132,0.624075018384846,0.152,0.016,1.3803285796356e-127,"Macrophage","IL10"
"PLD3",8.44729582992126e-132,1.07464765252283,0.715,0.414,1.72586701101121e-127,"Macrophage","PLD3"
"C1S",2.34585451454791e-131,-2.74342085906702,0.095,0.46,4.79281535867283e-127,"Macrophage","C1S"
"DSTN",4.24557690626011e-131,-2.22794220112583,0.559,0.741,8.67413817718004e-127,"Macrophage","DSTN"
"IL10RA",5.15447638366327e-131,0.578667346766788,0.374,0.103,1.05311106994624e-126,"Macrophage","IL10RA"
"COLGALT1",5.51887444775207e-131,0.589371930544159,0.301,0.072,1.12756123842023e-126,"Macrophage","COLGALT1"
"SMAP2",3.52128894359607e-130,0.613799998040555,0.353,0.096,7.19434544066112e-126,"Macrophage","SMAP2"
"FAM49A",5.11561171965555e-130,0.579494022044428,0.282,0.064,1.04517063044283e-125,"Macrophage","FAM49A"
"TFPI",5.63036365016249e-130,-1.54155262162329,0.031,0.406,1.1503395973647e-125,"Macrophage","TFPI"
"HNMT",1.27003961175427e-129,0.772280603040955,0.502,0.186,2.59481793077516e-125,"Macrophage","HNMT"
"CD37",1.38849029240704e-129,0.375226574657295,0.572,0.197,2.83682451641683e-125,"Macrophage","CD37"
"LTBP4",2.88999264795895e-129,-1.78690968530533,0.074,0.443,5.90454397904493e-125,"Macrophage","LTBP4"
"PLB1",3.73958076308629e-129,0.373480193238481,0.134,0.012,7.64033745706161e-125,"Macrophage","PLB1"
"MIR3945HG",9.4843803214138e-129,0.389134586148131,0.14,0.014,1.93775374346805e-124,"Macrophage","MIR3945HG"
"LHFP",1.64893568601818e-128,-1.51787601514601,0.05,0.424,3.36894050010375e-124,"Macrophage","LHFP"
"KCNQ1",2.31284617828601e-128,0.395039758142865,0.159,0.019,4.72537602685615e-124,"Macrophage","KCNQ1"
"LILRB1",4.02967144381384e-128,0.396873700222763,0.153,0.017,8.23302172685607e-124,"Macrophage","LILRB1"
"FUOM",8.09447616529929e-128,0.693857513494167,0.324,0.088,1.6537824253323e-123,"Macrophage","FUOM"
"TNFSF13B",8.87337002375957e-128,0.584782615156439,0.424,0.129,1.81291822955432e-123,"Macrophage","TNFSF13B"
"AOAH",9.06980094281376e-128,0.446489352009095,0.207,0.034,1.85305103062628e-123,"Macrophage","AOAH"
"COL6A1",1.33745477628115e-127,-1.65555963569689,0.043,0.41,2.73255385342002e-123,"Macrophage","COL6A1"
"DLGAP3",2.67222696013838e-127,0.32458336008415,0.105,0.006,5.45962690225873e-123,"Macrophage","DLGAP3"
"NFIB",3.40283112500884e-127,-1.34778288903643,0.02,0.391,6.95232427150556e-123,"Macrophage","NFIB"
"SIRPA",4.87450115925131e-127,0.582007760942673,0.326,0.086,9.95909331846636e-123,"Macrophage","SIRPA"
"PYGL",5.40477681968082e-127,0.567474002429426,0.288,0.068,1.10424995202899e-122,"Macrophage","PYGL"
"TRMT1",6.93948650710851e-127,0.674450820282278,0.327,0.088,1.41780648826734e-122,"Macrophage","TRMT1"
"PRKCDBP",2.37851228598141e-126,-1.52255143921727,0.061,0.429,4.85953845148862e-122,"Macrophage","PRKCDBP"
"SH3BGRL3",3.94978469845242e-126,0.702509460168121,0.93,0.722,8.06980511740813e-122,"Macrophage","SH3BGRL3"
"TREM1",2.18397672655472e-125,0.392362680082815,0.154,0.018,4.46208285002394e-121,"Macrophage","TREM1"
"CFH",3.64432719339595e-125,-2.59015651190749,0.083,0.441,7.44572488882727e-121,"Macrophage","CFH"
"RAP2B",4.26364836251321e-125,0.547383164781035,0.264,0.058,8.71105996945074e-121,"Macrophage","RAP2B"
"GSN",6.9970093583984e-125,-2.96337104124222,0.776,0.813,1.42955898201438e-120,"Macrophage","GSN"
"CREBL2",1.01008583782673e-124,0.588936648361337,0.334,0.091,2.06370637526378e-120,"Macrophage","CREBL2"
"ADGRE2",7.46400320518543e-124,0.384622720426949,0.151,0.017,1.52497049485144e-119,"Macrophage","ADGRE2"
"FXYD1",2.94456757242232e-123,-1.78095687729956,0.072,0.428,6.01604600721603e-119,"Macrophage","FXYD1"
"ADAMTS1",5.43446831422447e-123,-2.37050617414248,0.034,0.392,1.1103162212792e-118,"Macrophage","ADAMTS1"
"RPS4Y1",1.87781362160932e-122,-1.18924284554931,0.295,0.659,3.83656101031001e-118,"Macrophage","RPS4Y1"
"PTGS1",2.37523363622457e-122,0.400151245547458,0.179,0.026,4.85283984217041e-118,"Macrophage","PTGS1"
"TINAGL1",3.16512330573003e-122,-2.04742814569021,0.043,0.399,6.46666342593703e-118,"Macrophage","TINAGL1"
"GLIPR1",4.1785619978097e-122,0.725477121401464,0.557,0.228,8.53722001772499e-118,"Macrophage","GLIPR1"
"CLTC",1.30221201750865e-121,0.73706402023986,0.427,0.149,2.66054937297191e-117,"Macrophage","CLTC"
"ATP6V1B2",1.39734458014979e-121,0.74158528813097,0.459,0.17,2.85491471170405e-117,"Macrophage","ATP6V1B2"
"SERF2",2.77578347277391e-121,0.618534720572219,0.992,0.945,5.67120321322438e-117,"Macrophage","SERF2"
"DBI",2.78524160325956e-121,0.936958012182675,0.757,0.457,5.69052711961961e-117,"Macrophage","DBI"
"IDH1",8.61721802136923e-121,0.58051887330926,0.285,0.07,1.76058381394595e-116,"Macrophage","IDH1"
"MILR1",8.72101879811452e-121,0.511671369811712,0.239,0.05,1.78179135064278e-116,"Macrophage","MILR1"
"RASSF2",1.74407033661341e-120,0.508974684389933,0.228,0.045,3.56331010473486e-116,"Macrophage","RASSF2"
"RHBDF2",2.1294273681605e-120,0.507705732042167,0.258,0.057,4.35063305588872e-116,"Macrophage","RHBDF2"
"NFAM1",1.8838550312634e-119,0.31580779695255,0.109,0.008,3.84890421437426e-115,"Macrophage","NFAM1"
"PTPRJ",4.25559520555221e-119,0.327182412659496,0.117,0.01,8.69460656446371e-115,"Macrophage","PTPRJ"
"TWF2",4.54163764996133e-119,0.698802989081813,0.464,0.172,9.279019882636e-115,"Macrophage","TWF2"
"CLEC4A",5.18529928644769e-119,0.386942987730815,0.149,0.018,1.05940849721413e-114,"Macrophage","CLEC4A"
"FMNL1",7.54875855100762e-119,0.564462793198354,0.346,0.096,1.54228685955637e-114,"Macrophage","FMNL1"
"SELPLG",9.08759847842759e-119,0.428182417896835,0.2,0.034,1.85668724512754e-114,"Macrophage","SELPLG"
"MARCKS",2.04475208231876e-118,0.771905539041378,0.558,0.244,4.17763297938546e-114,"Macrophage","MARCKS"
"ARID5B",2.45635408586169e-118,-1.86507041415493,0.135,0.479,5.01857703282401e-114,"Macrophage","ARID5B"
"ME1",6.62715120876289e-118,0.381090428139742,0.162,0.022,1.35399326346235e-113,"Macrophage","ME1"
"PLS3",1.12625058985103e-117,-1.53607350476435,0.048,0.396,2.30104258012464e-113,"Macrophage","PLS3"
"EMP3",1.21462479603406e-117,0.977982511212353,0.806,0.502,2.48159992077718e-113,"Macrophage","EMP3"
"AP001055.6",1.22712743661362e-117,0.394301117449784,0.153,0.02,2.50714406574529e-113,"Macrophage","AP001055.6"
"MPP1",1.35786353887948e-117,0.561442615543946,0.282,0.07,2.77425099628467e-113,"Macrophage","MPP1"
"CD63",2.37008415000502e-117,0.675824212996013,0.989,0.865,4.84231892687525e-113,"Macrophage","CD63"
"CD302",2.78402357879792e-117,0.677528229178615,0.539,0.222,5.68803857384203e-113,"Macrophage","CD302"
"LTC4S",8.14098428238844e-117,0.679798983901513,0.376,0.12,1.66328449873478e-112,"Macrophage","LTC4S"
"TAGLN",8.79921119659787e-117,-4.08650490007469,0.451,0.662,1.79776683957691e-112,"Macrophage","TAGLN"
"HACD4",8.92489763251234e-117,0.509542708783479,0.246,0.054,1.8234458352986e-112,"Macrophage","HACD4"
"EEF2",1.23083249974818e-116,-0.739841962145476,0.86,0.926,2.51471388023551e-112,"Macrophage","EEF2"
"SDCBP",1.57858750984165e-116,0.766439204682901,0.858,0.581,3.22521214135747e-112,"Macrophage","SDCBP"
"AP1S2",1.89452172658619e-116,0.759556991765477,0.554,0.241,3.87069733958825e-112,"Macrophage","AP1S2"
"GPR65",4.45530195285501e-116,0.486875365461505,0.256,0.056,9.10262741987806e-112,"Macrophage","GPR65"
"ACTR2",1.38565208681892e-115,0.742935195093507,0.661,0.332,2.83102577857973e-111,"Macrophage","ACTR2"
"TMEM70",1.59334841530173e-115,0.886300996813546,0.44,0.168,3.25537014730296e-111,"Macrophage","TMEM70"
"VIM",3.75155561651877e-115,-1.08784025072432,0.89,0.947,7.6648032801095e-111,"Macrophage","VIM"
"GLA",1.0173505048173e-114,0.613745691799126,0.316,0.09,2.07854881639222e-110,"Macrophage","GLA"
"CAPZB",1.16315299363612e-114,0.755513846847113,0.85,0.595,2.37643788129795e-110,"Macrophage","CAPZB"
"HN1",8.08971125906356e-114,0.664021458702883,0.388,0.129,1.65280890733928e-109,"Macrophage","HN1"
"SMS",8.45387166361782e-114,0.669636022943761,0.499,0.199,1.72721051959376e-109,"Macrophage","SMS"
"AP2A2",1.16319130710305e-113,0.644600110598385,0.363,0.114,2.37651615954224e-109,"Macrophage","AP2A2"
"PPDPF",1.49580490772511e-113,-0.965586492019506,0.611,0.828,3.05607900697317e-109,"Macrophage","PPDPF"
"GPR137B",7.78491774873834e-113,0.538488298282976,0.29,0.075,1.59053654524473e-108,"Macrophage","GPR137B"
"IGFBP4",7.96452005574377e-113,-2.32942756681958,0.262,0.542,1.62723109258901e-108,"Macrophage","IGFBP4"
"SIGLEC7",1.6144319601248e-112,0.271830605006552,0.106,0.008,3.29844593773098e-108,"Macrophage","SIGLEC7"
"PDLIM1",2.00070020636721e-112,-1.65568579966151,0.111,0.454,4.08763059162885e-108,"Macrophage","PDLIM1"
"GYPC",1.70101198699098e-111,0.798613269427626,0.683,0.369,3.47533759062128e-107,"Macrophage","GYPC"
"SCAMP2",2.30268582793452e-111,0.670025960580265,0.478,0.192,4.70461741505303e-107,"Macrophage","SCAMP2"
"MFAP4",2.59511059094256e-111,-2.6139161675837,0.094,0.417,5.30207044835475e-107,"Macrophage","MFAP4"
"RARRES2",3.83265847725053e-111,-1.84556401997446,0.068,0.402,7.83050453487056e-107,"Macrophage","RARRES2"
"CLEC5A",8.61088945907773e-111,0.460293575083866,0.145,0.018,1.75929082538417e-106,"Macrophage","CLEC5A"
"ARPC2",4.73742800048472e-110,0.67468779515263,0.898,0.697,9.67903914779032e-106,"Macrophage","ARPC2"
"EIF4EBP1",1.01023526937635e-109,0.619381076050239,0.345,0.108,2.06401167886281e-105,"Macrophage","EIF4EBP1"
"COL1A2",1.56051438711711e-109,-2.09784059579187,0.062,0.391,3.18828694431896e-105,"Macrophage","COL1A2"
"GPR155",1.89399294044113e-109,0.453631121422325,0.236,0.051,3.86961697661528e-105,"Macrophage","GPR155"
"CACNA2D4",5.85570237858611e-109,0.323050973592718,0.137,0.016,1.19637855296893e-104,"Macrophage","CACNA2D4"
"PRELP",7.1847811266569e-109,-2.37493473664438,0.078,0.402,1.46792263198727e-104,"Macrophage","PRELP"
"C11orf96",2.33086269771213e-108,-2.0340086420624,0.043,0.373,4.76218557769565e-104,"Macrophage","C11orf96"
"HLA-DOA",3.67308313370389e-108,0.477196124415061,0.223,0.047,7.50447615047043e-104,"Macrophage","HLA-DOA"
"IRS2",1.227997393718e-107,0.57696336114791,0.282,0.075,2.50892147510525e-103,"Macrophage","IRS2"
"VMA21",1.63917976443934e-107,0.56304244928292,0.328,0.097,3.34900817672602e-103,"Macrophage","VMA21"
"SCD",4.9062218928172e-107,0.298085073179202,0.111,0.01,1.00239019492148e-102,"Macrophage","SCD"
"MYL9",4.96438177524224e-106,-3.32429251389248,0.336,0.591,1.01427284049974e-101,"Macrophage","MYL9"
"COX7A1",5.17900138512983e-106,-1.25441726292239,0.08,0.408,1.05812177299588e-101,"Macrophage","COX7A1"
"C7",5.84980337768914e-106,-3.21182299054133,0.07,0.393,1.19517332809567e-101,"Macrophage","C7"
"CMTM6",6.19458063256947e-106,0.690760111766064,0.645,0.316,1.26561476904027e-101,"Macrophage","CMTM6"
"CAV2",8.94163409997643e-106,-1.27341276753885,0.013,0.333,1.82686526296618e-101,"Macrophage","CAV2"
"FGD2",1.2787524952042e-105,0.399677201371415,0.146,0.02,2.6126192229517e-101,"Macrophage","FGD2"
"IGFBP6",1.42117526375888e-105,-2.84572140974666,0.279,0.55,2.90360318138576e-101,"Macrophage","IGFBP6"
"GCA",2.35946040137163e-105,0.600654078695351,0.411,0.146,4.82061354604238e-101,"Macrophage","GCA"
"TSPAN33",3.07273364835531e-105,0.286249079785713,0.107,0.009,6.27790211695474e-101,"Macrophage","TSPAN33"
"FSTL1",1.14754516430683e-104,-1.52595958031992,0.026,0.345,2.34454952519529e-100,"Macrophage","FSTL1"
"TSC22D1",2.11445149151845e-104,-1.80399554117048,0.137,0.452,4.32003584232135e-100,"Macrophage","TSC22D1"
"SLC40A1",2.16508493939927e-104,0.957827144525257,0.414,0.157,4.42348503968666e-100,"Macrophage","SLC40A1"
"DSE",2.24088337001867e-104,0.575116900773244,0.343,0.107,4.57834881328515e-100,"Macrophage","DSE"
"MFGE8",2.48413945180604e-104,-2.40669925858553,0.173,0.477,5.07534531398492e-100,"Macrophage","MFGE8"
"FAM20A",3.93704798196496e-104,0.385147056761049,0.151,0.022,8.04378273195262e-100,"Macrophage","FAM20A"
"CRYAB",6.53812622228574e-104,-2.19080440592066,0.094,0.408,1.3358045684752e-99,"Macrophage","CRYAB"
"MT-CO3",9.02408044085951e-104,0.546946164953673,0.999,0.97,1.84370987487201e-99,"Macrophage","MT-CO3"
"FHL1",1.23475823888234e-103,-1.88844191065037,0.149,0.453,2.52273455786051e-99,"Macrophage","FHL1"
"ITM2B",2.85699381298941e-103,0.596712338056176,0.991,0.927,5.83712405931866e-99,"Macrophage","ITM2B"
"CIITA",3.16332931963332e-103,0.326396173932462,0.131,0.016,6.46299813294284e-99,"Macrophage","CIITA"
"TSPO",3.58405342547108e-103,0.763154924363608,0.814,0.559,7.32257955357997e-99,"Macrophage","TSPO"
"MGP",3.75189381393778e-103,-3.57856145617466,0.699,0.815,7.66549425125629e-99,"Macrophage","MGP"
"RPS6KA1",4.63116502192069e-103,0.402774393346137,0.204,0.041,9.46193325628615e-99,"Macrophage","RPS6KA1"
"ADRBK1",7.28470313870148e-103,0.45963687600856,0.224,0.049,1.4883376982681e-98,"Macrophage","ADRBK1"
"PREX1",7.38998560264919e-103,0.413545160900146,0.215,0.045,1.50984795847726e-98,"Macrophage","PREX1"
"TM4SF1",2.05460303191583e-102,-2.0342243570893,0.046,0.361,4.19775945450724e-98,"Macrophage","TM4SF1"
"PLXND1",3.28082109943114e-102,0.587615431843577,0.326,0.1,6.70304558824777e-98,"Macrophage","PLXND1"
"CXorf21",3.56199942836385e-102,0.378047029017218,0.16,0.025,7.27752103209018e-98,"Macrophage","CXorf21"
