"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BID",1.15209149923942e-116,0.744521139242849,0.423,0.099,2.35383814209607e-112,"Mono","BID"
"PRAM1",2.62017119297545e-116,0.276434938867087,0.106,0.005,5.35327176436815e-112,"Mono","PRAM1"
"ITGAX",1.81487592757482e-115,0.462250559319042,0.197,0.022,3.70797300762811e-111,"Mono","ITGAX"
"FMNL1",4.11717260426805e-115,0.688765402776313,0.449,0.106,8.41179534778006e-111,"Mono","FMNL1"
"SIGLEC9",1.35976162677305e-114,0.368801783182695,0.172,0.016,2.77812897966002e-110,"Mono","SIGLEC9"
"OLR1",4.447766705831e-113,0.388225478132497,0.12,0.007,9.08723215668332e-109,"Mono","OLR1"
"LY96",5.51951910653881e-113,0.915560971994334,0.657,0.234,1.12769294865694e-108,"Mono","LY96"
"SELM",1.07861563325883e-112,-2.050440671004,0.252,0.686,2.20371960031112e-108,"Mono","SELM"
"MXD1",1.30793652126073e-112,0.637251615561694,0.25,0.037,2.6722451065878e-108,"Mono","MXD1"
"ARHGAP30",7.8631001804354e-112,0.66876007939427,0.427,0.098,1.60650999786476e-107,"Mono","ARHGAP30"
"FCGRT",1.87797187888108e-111,1.01487360893167,0.912,0.532,3.83688434574193e-107,"Mono","FCGRT"
"PLB1",2.85923889414781e-111,0.385317093821758,0.175,0.017,5.84171098463339e-107,"Mono","PLB1"
"ADIRF",8.32335966625935e-111,-3.58433235220654,0.345,0.711,1.70054561341345e-106,"Mono","ADIRF"
"NFKBIA",1.73290900393658e-109,1.7028408369123,0.867,0.593,3.54050638594282e-105,"Mono","NFKBIA"
"VAV1",2.60606842366617e-109,0.48172364425241,0.241,0.035,5.32445839639235e-105,"Mono","VAV1"
"FOS",3.51521797403375e-108,0.961594416402657,0.974,0.694,7.18194184274836e-104,"Mono","FOS"
"NCKAP1L",2.67429985278844e-107,0.566663259567612,0.345,0.069,5.46386202923206e-103,"Mono","NCKAP1L"
"RNF130",2.8780079191131e-107,0.879385144074313,0.675,0.256,5.88005797953998e-103,"Mono","RNF130"
"LILRB1",9.6207200091916e-107,0.494614719387459,0.195,0.023,1.96560930507794e-102,"Mono","LILRB1"
"CARD9",1.85243071444883e-106,0.313925541125779,0.146,0.012,3.7847011926904e-102,"Mono","CARD9"
"VNN2",3.00881810061885e-106,0.545370548495401,0.206,0.026,6.14731626137437e-102,"Mono","VNN2"
"C19orf38",7.45599229943283e-106,0.377351731260813,0.144,0.012,1.52333378669712e-101,"Mono","C19orf38"
"H3F3A",1.51295123494957e-105,0.884239727615692,0.993,0.883,3.09111066812547e-101,"Mono","H3F3A"
"CNN3",1.55264509726117e-105,-2.32112977498939,0.062,0.561,3.17220919821431e-101,"Mono","CNN3"
"EPB41L3",2.55960900301939e-105,0.634720923155095,0.365,0.079,5.22953715406892e-101,"Mono","EPB41L3"
"TNFAIP8L2",8.52712055857839e-105,0.517877039236715,0.237,0.035,1.74217600132315e-100,"Mono","TNFAIP8L2"
"SLCO2B1",1.81614754083148e-103,0.785351792612607,0.387,0.09,3.7105710406728e-99,"Mono","SLCO2B1"
"NAIP",5.92658056370828e-103,0.509432484116172,0.266,0.045,1.21085967497124e-98,"Mono","NAIP"
"FOLR2",7.49178704857739e-103,1.09296665032507,0.458,0.122,1.53064701189485e-98,"Mono","FOLR2"
"SLC31A2",7.65255413779899e-103,0.584771184066096,0.31,0.061,1.56349333589371e-98,"Mono","SLC31A2"
"RASSF4",2.17482865805463e-102,0.729190797919562,0.418,0.106,4.44339243127141e-98,"Mono","RASSF4"
"SLC43A2",3.78891379522595e-102,0.692641038606107,0.378,0.088,7.74112977502613e-98,"Mono","SLC43A2"
"ARPC1B",5.69218165472292e-102,0.909778815952909,0.925,0.594,1.16296963387644e-97,"Mono","ARPC1B"
"TIMP3",1.670215931784e-101,-2.94149907042853,0.068,0.552,3.41241817022788e-97,"Mono","TIMP3"
"SHTN1",8.93999071306222e-101,0.465081088422281,0.234,0.035,1.82652950258574e-96,"Mono","SHTN1"
"RB1",1.00043601664732e-100,0.82334282335599,0.438,0.117,2.04399082561214e-96,"Mono","RB1"
"LINC00937",1.32602328646455e-100,0.300648095783725,0.128,0.01,2.70919817657572e-96,"Mono","LINC00937"
"SCIMP",1.60593237932292e-100,0.371073888144667,0.175,0.019,3.28108044419467e-96,"Mono","SCIMP"
"PTRF",1.62267305614695e-100,-2.05408349662344,0.064,0.547,3.31528332101384e-96,"Mono","PTRF"
"CD59",2.34943781562018e-100,-1.89805544742841,0.246,0.667,4.80013640109359e-96,"Mono","CD59"
"IRF8",5.53379284473749e-99,0.629242007610047,0.321,0.065,1.13060921610832e-94,"Mono","IRF8"
"GLIPR1",9.25940396493792e-99,0.876538777298389,0.646,0.243,1.89178882407647e-94,"Mono","GLIPR1"
"CLU",2.35292900165257e-98,-3.23387987248691,0.246,0.647,4.80726924327636e-94,"Mono","CLU"
"HN1",4.675057798388e-98,0.775741127135693,0.478,0.14,9.55161058788653e-94,"Mono","HN1"
"TREM2",9.47738499961037e-98,0.685318505033739,0.272,0.049,1.93632452927039e-93,"Mono","TREM2"
"BTK",1.9722641183677e-97,0.492515526899129,0.276,0.05,4.02953282023705e-93,"Mono","BTK"
"CASP1",2.10932621061122e-97,0.653535968782911,0.387,0.093,4.30956438089978e-93,"Mono","CASP1"
"SH3BGRL3",1.2094103597161e-96,1.25322868311598,0.938,0.735,2.47094630593596e-92,"Mono","SH3BGRL3"
"SERPINB1",4.8309134069506e-96,1.00569944334977,0.708,0.307,9.87003918174078e-92,"Mono","SERPINB1"
"CMTM6",1.20254020679589e-95,0.877491878500122,0.761,0.33,2.45690989650469e-91,"Mono","CMTM6"
"CALD1",5.94429328189176e-95,-2.90146433043524,0.113,0.56,1.2144785604233e-90,"Mono","CALD1"
"HSPA6",5.96204753229666e-95,0.449516825889921,0.188,0.024,1.21810593132353e-90,"Mono","HSPA6"
"FAM49A",1.3171937339943e-94,0.621854775900437,0.334,0.074,2.69115851792376e-90,"Mono","FAM49A"
"MFSD1",2.20463243370107e-94,0.807071001507235,0.568,0.198,4.50428452529465e-90,"Mono","MFSD1"
"PAK1",6.49595269882758e-94,0.533210199992896,0.286,0.056,1.32718809589746e-89,"Mono","PAK1"
"RNF144B",1.88866172037358e-93,0.532515103973915,0.221,0.034,3.85872476089525e-89,"Mono","RNF144B"
"NEAT1",2.85064149920427e-93,0.883104684020185,0.978,0.762,5.82414564702425e-89,"Mono","NEAT1"
"NNMT",4.44414692161488e-93,-2.65216342504166,0.104,0.549,9.07983657555135e-89,"Mono","NNMT"
"NPL",5.61568792978184e-93,0.496896164182889,0.214,0.032,1.14734120093373e-88,"Mono","NPL"
"SLC16A10",5.72156309304076e-93,0.43388850662394,0.184,0.024,1.16897255553916e-88,"Mono","SLC16A10"
"SERPING1",7.06837895642671e-93,-2.43800222241109,0.255,0.636,1.44414050458754e-88,"Mono","SERPING1"
"RUNX1",9.17037540345437e-93,0.666797650597,0.4,0.105,1.87359939867976e-88,"Mono","RUNX1"
"C9orf72",2.27814847471882e-92,0.52900379378518,0.266,0.05,4.65448514869802e-88,"Mono","C9orf72"
"CD300C",2.54556883253432e-92,0.340100141569443,0.13,0.011,5.20085168175086e-88,"Mono","CD300C"
"ASGR1",3.42549257036181e-92,0.390874009041936,0.151,0.016,6.9986238705062e-88,"Mono","ASGR1"
"CLIC1",7.46404661429375e-92,0.861221279794175,0.973,0.767,1.52497936376636e-87,"Mono","CLIC1"
"ARHGAP18",3.38615784443632e-91,0.683466166716526,0.398,0.105,6.91825909196785e-87,"Mono","ARHGAP18"
"PID1",3.66269000499526e-91,0.693437729978428,0.385,0.101,7.48324194920582e-87,"Mono","PID1"
"DSTN",4.76126729822617e-91,-2.4939733273173,0.464,0.735,9.72774521700589e-87,"Mono","DSTN"
"SH3TC1",6.30214958007386e-91,0.469144125529383,0.246,0.043,1.28759218070489e-86,"Mono","SH3TC1"
"SERPINB9",1.96429991486711e-90,0.731596983308388,0.392,0.103,4.01326115606499e-86,"Mono","SERPINB9"
"SNCA",1.20921504440289e-89,0.425721218105241,0.319,0.069,2.47054725721954e-85,"Mono","SNCA"
"TMEM170B",2.62940078458947e-89,0.279681084512759,0.126,0.011,5.37212874299474e-85,"Mono","TMEM170B"
"SMAP2",2.63269033841795e-89,0.619090627516562,0.407,0.109,5.37884963042171e-85,"Mono","SMAP2"
"CREM",3.59549200749561e-89,1.22701485694309,0.703,0.32,7.34594972051428e-85,"Mono","CREM"
"LCP2",1.79219941147707e-88,0.473690312163281,0.257,0.047,3.6616426175888e-84,"Mono","LCP2"
"NAMPT",1.93553713864346e-88,1.07012879976401,0.818,0.423,3.95449592796246e-84,"Mono","NAMPT"
"AP001055.6",4.04254913371022e-88,0.376636828995899,0.188,0.026,8.25933213508334e-84,"Mono","AP001055.6"
"SKAP2",4.30729434704148e-88,0.664151165620216,0.474,0.142,8.80023308044045e-84,"Mono","SKAP2"
"CD1C",6.1094825357489e-88,0.579210644253619,0.111,0.008,1.24822837687886e-83,"Mono","CD1C"
"LPCAT2",1.24039933347866e-87,0.627756659969727,0.338,0.08,2.53425987823025e-83,"Mono","LPCAT2"
"RP6-91H8.3",1.24617814790493e-87,0.469086945650582,0.148,0.016,2.54606657398456e-83,"Mono","RP6-91H8.3"
"IRS2",1.96249580097112e-87,0.637398172583604,0.345,0.084,4.0095751709641e-83,"Mono","IRS2"
"SATB1",3.23182359116133e-87,0.582225570354021,0.283,0.058,6.60293877910172e-83,"Mono","SATB1"
"ATP6V1B2",5.99809929085193e-87,0.758949322416021,0.533,0.184,1.22547166611396e-82,"Mono","ATP6V1B2"
"SPARC",8.28571244191926e-87,-2.17456576609594,0.06,0.5,1.69285390900852e-82,"Mono","SPARC"
"STAB1",1.79120602701842e-86,0.795657649509843,0.418,0.117,3.65961303380133e-82,"Mono","STAB1"
"HSPB1",3.08255380465382e-86,-2.23501929538783,0.575,0.764,6.29796567828822e-82,"Mono","HSPB1"
"ZEB2",6.61923200186724e-86,0.678430764437726,0.518,0.168,1.3523752903015e-81,"Mono","ZEB2"
"HMHA1",1.71473250740335e-85,0.537666438650284,0.369,0.092,3.50336998587579e-81,"Mono","HMHA1"
"IFNGR1",2.77479207716663e-85,0.987116715730447,0.723,0.34,5.66917769285914e-81,"Mono","IFNGR1"
"PFN1",3.52105055849594e-85,0.813046850305773,0.985,0.889,7.19385839606305e-81,"Mono","PFN1"
"PPP1R15A",9.06651976392295e-85,1.36901005714746,0.746,0.428,1.8523806529671e-80,"Mono","PPP1R15A"
"TMSB10",9.36743586523914e-85,0.677689481313124,0.998,0.966,1.91386082162701e-80,"Mono","TMSB10"
"CTSZ",1.91955714175592e-84,0.724516669240796,0.604,0.232,3.92184719632152e-80,"Mono","CTSZ"
"PPDPF",7.58049117032732e-84,-1.28417936891662,0.591,0.816,1.54877015100958e-79,"Mono","PPDPF"
"SDSL",8.83426676212945e-84,0.395545297649235,0.197,0.03,1.80492904217067e-79,"Mono","SDSL"
"PLAC9",4.48840906028102e-83,-2.33364788840968,0.12,0.53,9.17026855106016e-79,"Mono","PLAC9"
"ST8SIA4",5.46864333669333e-83,0.431333213032774,0.212,0.035,1.11729852011981e-78,"Mono","ST8SIA4"
"RGS19",5.99632247498107e-83,0.635718295666814,0.407,0.115,1.22510864486338e-78,"Mono","RGS19"
"IGFBP4",1.07261284710294e-82,-2.74825351245338,0.13,0.532,2.19145530791601e-78,"Mono","IGFBP4"
"SAMHD1",1.35593556871305e-82,0.595691818116979,0.67,0.266,2.77031196043764e-78,"Mono","SAMHD1"
"TM6SF1",1.61917835309961e-82,0.495068198709747,0.248,0.048,3.30814329321781e-78,"Mono","TM6SF1"
"TET2",1.72126205605492e-82,0.451960487786449,0.214,0.036,3.51671050672581e-78,"Mono","TET2"
"CIITA",3.51248937395971e-82,0.360824252592295,0.164,0.021,7.17636703993708e-78,"Mono","CIITA"
"RAB31",1.20569804556347e-81,0.718369689874309,0.467,0.151,2.46336167689072e-77,"Mono","RAB31"
"B3GNT5",1.92590968914259e-81,0.450291678247745,0.215,0.037,3.93482608588724e-77,"Mono","B3GNT5"
"ARHGDIB",2.58579738832116e-81,0.784105767061509,0.911,0.555,5.28304264407897e-77,"Mono","ARHGDIB"
"RP11-1143G9.4",5.82193525273131e-81,1.26233063756948,0.168,0.023,1.18947959148553e-76,"Mono","RP11-1143G9.4"
"SNX10",6.30946158641186e-81,0.453637016695515,0.246,0.047,1.28908609671981e-76,"Mono","SNX10"
"ZMYND15",8.37361338789289e-81,0.329028807040022,0.148,0.018,1.7108129512804e-76,"Mono","ZMYND15"
"PTGS2",1.233713664564e-80,0.641322815326082,0.204,0.034,2.5206003880707e-76,"Mono","PTGS2"
"DSE",1.6469948397645e-80,0.697221418901602,0.405,0.118,3.36497515712284e-76,"Mono","DSE"
"STAC3",1.78058481785782e-80,0.310227912260142,0.146,0.017,3.63791284136532e-76,"Mono","STAC3"
"ASAH1",1.00549527564518e-79,0.859233168373183,0.772,0.392,2.05432739767067e-75,"Mono","ASAH1"
"MT-CO1",1.81445839722547e-79,0.681855949794921,0.998,0.977,3.70711995137137e-75,"Mono","MT-CO1"
"CRIP2",4.40605933652623e-79,-1.98354138826282,0.078,0.491,9.00201983045674e-75,"Mono","CRIP2"
"ATP5E",6.12641707048829e-79,0.644593762330361,0.989,0.895,1.25168827167146e-74,"Mono","ATP5E"
"OPN3",1.10788994168932e-78,0.497336502002882,0.215,0.038,2.26352993986546e-74,"Mono","OPN3"
"ARPC2",1.22858341861426e-78,0.722593160451876,0.958,0.706,2.5101187825708e-74,"Mono","ARPC2"
"UNC93B1",6.84022635714978e-78,0.633241797035185,0.403,0.122,1.39752664702927e-73,"Mono","UNC93B1"
"LSP1",7.44418562951499e-78,0.89484828212495,0.604,0.249,1.52092156596621e-73,"Mono","LSP1"
"EMILIN2",1.14201166789022e-77,0.441663384740021,0.219,0.04,2.3332440386665e-73,"Mono","EMILIN2"
"SORL1",1.56388236421197e-77,0.467308269148728,0.226,0.042,3.19516805832148e-73,"Mono","SORL1"
"P2RY13",2.2492761855157e-77,0.349690303447756,0.15,0.019,4.59549617462713e-73,"Mono","P2RY13"
"CACNA2D4",3.59714594645486e-77,0.352078135583471,0.162,0.022,7.34932888320191e-73,"Mono","CACNA2D4"
"SIGLEC7",5.78663998353256e-77,0.283298881551611,0.126,0.013,1.18226841503554e-72,"Mono","SIGLEC7"
"CAV1",6.81937782700094e-77,-2.10648856738998,0.038,0.45,1.39326708383456e-72,"Mono","CAV1"
"NUPR1",8.60087190716783e-77,-1.85583390448084,0.089,0.493,1.75724413935346e-72,"Mono","NUPR1"
"C10orf54",1.0034727013239e-76,0.839135006165627,0.714,0.349,2.05019507607487e-72,"Mono","C10orf54"
"FGD2",4.66311775908487e-76,0.407443363247058,0.175,0.026,9.5272158935863e-72,"Mono","FGD2"
"IL13RA1",5.00103463498631e-76,0.758861656191655,0.493,0.176,1.02176138627405e-71,"Mono","IL13RA1"
"MGP",6.24248437716726e-76,-3.85323714265037,0.703,0.807,1.27540198309904e-71,"Mono","MGP"
"DUSP10",1.04248018338193e-75,0.382057732117957,0.201,0.034,2.12989126266763e-71,"Mono","DUSP10"
"ARPC5",1.72777122203013e-75,0.788208393875049,0.894,0.576,3.53000938372976e-71,"Mono","ARPC5"
"HERPUD1",3.39517503050759e-75,1.0092185441062,0.856,0.56,6.93668210483005e-71,"Mono","HERPUD1"
"PTGS1",8.52062869275721e-75,0.378317215370869,0.201,0.035,1.74084964821723e-70,"Mono","PTGS1"
"NFAM1",1.54234513477511e-74,0.310905151599876,0.124,0.013,3.15116534485902e-70,"Mono","NFAM1"
"HLA-DRB5",1.86682622301057e-74,1.30598559011557,0.387,0.114,3.81411265623289e-70,"Mono","HLA-DRB5"
"CLEC9A",2.09035845178599e-74,0.321022150455104,0.111,0.01,4.27081135284396e-70,"Mono","CLEC9A"
"H2AFY",2.52921283668109e-74,0.762650613526643,0.659,0.298,5.16743474662314e-70,"Mono","H2AFY"
"C1R",3.28339766323632e-74,-3.01301224750309,0.124,0.505,6.70830976575812e-70,"Mono","C1R"
"RAB20",4.46485907918279e-74,0.543196245819251,0.339,0.09,9.12215358467835e-70,"Mono","RAB20"
"PLSCR1",5.06634171608475e-74,0.841846327084232,0.692,0.331,1.03510427601328e-69,"Mono","PLSCR1"
"MOB3B",1.55065353959796e-73,0.369672475379947,0.179,0.028,3.16814024675258e-69,"Mono","MOB3B"
"HMGA1",2.77279100465732e-73,0.500341554512505,0.316,0.081,5.66508930161538e-69,"Mono","HMGA1"
"RPS24",4.52547400551019e-73,0.544790449671273,0.998,0.971,9.24599594065786e-69,"Mono","RPS24"
"DSC2",6.32284067572324e-73,0.364386426582655,0.173,0.027,1.29181957845702e-68,"Mono","DSC2"
"C4orf48",1.00462683234814e-72,0.654027750357471,0.493,0.172,2.05255308117048e-68,"Mono","C4orf48"
"CATSPER1",2.47472457761801e-72,0.258050562234404,0.113,0.011,5.05610978453136e-68,"Mono","CATSPER1"
"CLEC2B",2.85444757708764e-72,0.688717326052312,0.646,0.265,5.83192184474776e-68,"Mono","CLEC2B"
"PSTPIP1",3.47113086572362e-72,0.336690437724445,0.195,0.033,7.09186747175993e-68,"Mono","PSTPIP1"
"MYL9",4.87427027947897e-72,-3.50857838953624,0.239,0.58,9.95862160800348e-68,"Mono","MYL9"
"STX11",5.78891459138321e-72,0.520367503971387,0.254,0.056,1.1827331401655e-67,"Mono","STX11"
"OSM",9.69623790398863e-72,0.391257626064609,0.172,0.026,1.98103836616392e-67,"Mono","OSM"
"COL6A2",1.48890424217439e-71,-2.25733652221182,0.064,0.448,3.04198025718649e-67,"Mono","COL6A2"
"ATP2B1",4.74054618766268e-71,0.785670212286105,0.484,0.176,9.68540991601363e-67,"Mono","ATP2B1"
"LPAR6",5.35519705663062e-71,0.84254693535252,0.469,0.165,1.0941203106402e-66,"Mono","LPAR6"
"NFKBID",5.64846773561469e-71,0.498362080467426,0.286,0.069,1.15403844306344e-66,"Mono","NFKBID"
"LPXN",1.67525935226157e-70,0.400918146514944,0.223,0.044,3.42272238260561e-66,"Mono","LPXN"
"SAP30",6.25486795500215e-70,0.4886884628336,0.27,0.064,1.27793207188649e-65,"Mono","SAP30"
"CMTM3",7.88127957295799e-70,0.714639293480613,0.518,0.195,1.61022422955105e-65,"Mono","CMTM3"
"CHMP1B",7.26010032981332e-69,0.920777825849887,0.546,0.222,1.48331109838416e-64,"Mono","CHMP1B"
"MCL1",9.17912271499915e-69,0.904058373277584,0.83,0.533,1.87538656190148e-64,"Mono","MCL1"
"SIRPA",3.54433816504703e-68,0.530750614631205,0.347,0.1,7.24143730500759e-64,"Mono","SIRPA"
"CYB5R4",4.66311426611592e-68,0.477045768606921,0.286,0.072,9.52720875710143e-64,"Mono","CYB5R4"
"BCAT1",4.97724265091358e-68,0.429775264054286,0.241,0.052,1.01690044600815e-63,"Mono","BCAT1"
"LYVE1",1.49367727377456e-67,0.878069685475671,0.29,0.074,3.0517320380488e-63,"Mono","LYVE1"
"NRROS",1.84100744592596e-67,0.351261463495163,0.186,0.033,3.76136231277132e-63,"Mono","NRROS"
"EMP3",1.90431401748751e-67,0.907684933378002,0.861,0.518,3.89070396912873e-63,"Mono","EMP3"
"ITGA4",2.06714067819036e-67,0.315946667138729,0.181,0.031,4.22337511961071e-63,"Mono","ITGA4"
"RPL28",5.44908090272746e-67,0.474579685898233,1,0.969,1.11330171923625e-62,"Mono","RPL28"
"TAGLN",5.75260081684253e-67,-4.21715696031117,0.42,0.651,1.1753138728891e-62,"Mono","TAGLN"
"UBA52",6.53700166027304e-67,0.507790266167452,1,0.953,1.33557480921038e-62,"Mono","UBA52"
"TPM3",6.83458316884316e-67,0.737871285737006,0.805,0.446,1.39637368722635e-62,"Mono","TPM3"
"SDCBP",7.92666242554592e-67,0.772321989086747,0.909,0.595,1.61949640016329e-62,"Mono","SDCBP"
"TSPO",9.86174486420592e-67,0.873174950235026,0.859,0.572,2.01485309320591e-62,"Mono","TSPO"
"PDCL3",1.01372636333171e-66,0.811572199605787,0.431,0.152,2.07114433292301e-62,"Mono","PDCL3"
"TAGAP",1.34350635300301e-66,0.440365706076675,0.252,0.057,2.74491782982045e-62,"Mono","TAGAP"
"NR4A2",1.58579538367417e-66,0.892580866679774,0.586,0.254,3.2399385483847e-62,"Mono","NR4A2"
"ACTB",3.14943436380157e-66,0.686591651940438,1,0.997,6.43460934868299e-62,"Mono","ACTB"
"LMNA",5.09853054784881e-66,-1.20095221062389,0.347,0.687,1.04168077623099e-61,"Mono","LMNA"
"TWF2",8.22934155010217e-66,0.642830774773912,0.498,0.188,1.68133677210137e-61,"Mono","TWF2"
"CPE",9.22187613237161e-66,-2.11488535750309,0.053,0.418,1.88412151260484e-61,"Mono","CPE"
"SECTM1",1.13879445205805e-65,0.338857166771902,0.162,0.026,2.32667094499981e-61,"Mono","SECTM1"
"BASP1",1.15562227308505e-65,0.497665507530135,0.248,0.058,2.36105186614007e-61,"Mono","BASP1"
"C1S",1.52826298099703e-65,-2.74163668077761,0.077,0.438,3.12239409647503e-61,"Mono","C1S"
"PABPC1",1.72933849881817e-65,0.679606885083895,0.958,0.776,3.5332114869354e-61,"Mono","PABPC1"
"RPS9",5.08460251668792e-65,0.502563821861878,1,0.979,1.03883514018451e-60,"Mono","RPS9"
"ATP6V0D1",5.84991649991563e-65,0.673587794028181,0.56,0.24,1.19519644009776e-60,"Mono","ATP6V0D1"
"DOCK2",1.5310634254558e-64,0.34397798301777,0.184,0.033,3.12811568454874e-60,"Mono","DOCK2"
"LHFP",2.29434317307431e-64,-1.53273095592199,0.035,0.401,4.68757253690813e-60,"Mono","LHFP"
"EFHD2",3.97968769044816e-64,0.548455967462298,0.334,0.097,8.13089992035464e-60,"Mono","EFHD2"
"KCNQ1",4.01371524713224e-64,0.351533331955971,0.164,0.027,8.20042162141587e-60,"Mono","KCNQ1"
"S100A11",4.26792354638306e-64,0.753891341113408,0.969,0.804,8.71979459761523e-60,"Mono","S100A11"
"TFPI",6.10706005978794e-64,-1.54046141198637,0.02,0.383,1.24773344081527e-59,"Mono","TFPI"
"GSN",8.45966442040469e-64,-2.9766369165916,0.765,0.811,1.72839403773288e-59,"Mono","GSN"
"PDLIM1",1.70574009314368e-63,-1.77318915514741,0.075,0.435,3.48499758430184e-59,"Mono","PDLIM1"
"CST3",1.82059763527796e-63,0.663220156898173,0.995,0.844,3.71966302863639e-59,"Mono","CST3"
"SOD3",2.22083321079752e-63,-2.37686046051419,0.073,0.426,4.53738433298042e-59,"Mono","SOD3"
"GAA",4.44533824881201e-63,0.581497544008402,0.443,0.159,9.08227057614782e-59,"Mono","GAA"
"CPM",6.3896249728281e-63,0.421177922024037,0.27,0.066,1.30546427819851e-58,"Mono","CPM"
"ITM2A",7.22456999368249e-63,-1.85347924038495,0.035,0.396,1.47605189540927e-58,"Mono","ITM2A"
"KCTD12",1.27545307256036e-62,0.614037415029642,0.48,0.178,2.60587817254807e-58,"Mono","KCTD12"
"FXYD5",2.64262284609135e-62,0.626516135952835,0.883,0.509,5.39914273684924e-58,"Mono","FXYD5"
"OSTF1",3.1937252587272e-62,0.59292250237494,0.509,0.199,6.52510007610555e-58,"Mono","OSTF1"
"LTBP4",3.37493631037868e-62,-1.77989507300918,0.069,0.42,6.89533237573467e-58,"Mono","LTBP4"
"RP5-1171I10.5",3.50426413374386e-62,0.310477692703194,0.148,0.023,7.15956205165208e-58,"Mono","RP5-1171I10.5"
"FCGBP",5.62630555915292e-62,1.28303731882514,0.27,0.071,1.14951048879053e-57,"Mono","FCGBP"
"GATM",7.40996940827557e-62,0.511577965611373,0.308,0.087,1.51393084980478e-57,"Mono","GATM"
"ADORA3",8.54438744027028e-62,0.349924973858754,0.13,0.018,1.74570379792162e-57,"Mono","ADORA3"
"CD93",9.67776150553195e-62,0.593927519103393,0.464,0.165,1.97726345319523e-57,"Mono","CD93"
"C12orf57",1.7757115768571e-61,-1.28247188790109,0.208,0.539,3.62795632267674e-57,"Mono","C12orf57"
"FGD4",2.12530280726285e-61,0.433394096251768,0.232,0.053,4.34220616551872e-57,"Mono","FGD4"
"CITED2",8.40563070812707e-61,0.709403394769639,0.582,0.268,1.71735440997744e-56,"Mono","CITED2"
"LITAF",9.25056840173152e-61,0.793164274841607,0.79,0.458,1.88998363015777e-56,"Mono","LITAF"
"RASSF5",1.63503096190759e-60,0.431923670276071,0.299,0.081,3.3405317582734e-56,"Mono","RASSF5"
"NFIB",3.89273815616983e-60,-1.31792014142444,0.018,0.368,7.95325332687059e-56,"Mono","NFIB"
"CYR61",6.32562512978585e-60,-3.47327549777103,0.13,0.46,1.29238847026655e-55,"Mono","CYR61"
"GADD45B",7.03188844029548e-60,0.80285478328358,0.892,0.675,1.43668512723677e-55,"Mono","GADD45B"
"LTB4R",1.21968044329223e-59,0.36668966556866,0.17,0.031,2.49192911369036e-55,"Mono","LTB4R"
"ABRACL",1.40895628785948e-59,0.552280087635084,0.383,0.129,2.8786385917257e-55,"Mono","ABRACL"
"DRAM2",1.89484070966815e-59,0.64272619925898,0.58,0.257,3.871349053923e-55,"Mono","DRAM2"
"TKT",1.9231340951052e-59,0.752371488908036,0.615,0.301,3.92915526970943e-55,"Mono","TKT"
"PLS3",2.28031729969147e-59,-1.53878458215618,0.031,0.375,4.65891627499965e-55,"Mono","PLS3"
"GPRIN3",2.48767002392005e-59,0.300154295239136,0.17,0.031,5.08255862587106e-55,"Mono","GPRIN3"
"COL6A1",2.49576847034254e-59,-1.58929877466074,0.042,0.387,5.09910456175685e-55,"Mono","COL6A1"
"POU2F2",3.01469738132482e-59,0.443199424328409,0.248,0.062,6.15932821978475e-55,"Mono","POU2F2"
"ID3",3.71900824995981e-59,-2.06325017067667,0.263,0.566,7.59830575549289e-55,"Mono","ID3"
"GNG11",4.75664061616366e-59,-1.52598943069489,0.075,0.417,9.71829244288397e-55,"Mono","GNG11"
"TINAGL1",5.32842337612734e-59,-2.01976218716522,0.035,0.377,1.08865017997658e-54,"Mono","TINAGL1"
"NFKBIZ",7.14139870580143e-59,0.721951883368127,0.474,0.191,1.45905916958229e-54,"Mono","NFKBIZ"
"MFGE8",1.0456027348219e-58,-2.44838956966656,0.13,0.46,2.13627094751462e-54,"Mono","MFGE8"
"PRKCDBP",1.24106767152791e-58,-1.48730638853393,0.066,0.405,2.53562535969868e-54,"Mono","PRKCDBP"
"GLA",1.93389540953159e-58,0.506438469401051,0.332,0.103,3.95114171121399e-54,"Mono","GLA"
